"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Grade PK","Grade KG","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2021-2022","72","Powhatan County","231","Pocahontas Elementary","N","52","108","107","123","125","115","127"," "," "," "," "," "," "," ","757"," ","757"
"2021-2022","72","Powhatan County","231","Pocahontas Elementary","Y"," "," ","<","<"," ","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","72","Powhatan County","13","Powhatan Elementary","N","15","70","66","67","62","66","89"," "," "," "," "," "," "," ","435"," ","435"
"2021-2022","72","Powhatan County","13","Powhatan Elementary","Y"," ","<"," "," ","<","<","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","72","Powhatan County","11","Powhatan High","N"," "," "," "," "," "," "," "," "," "," ","372","378","335","355","1,440","<","1,449"
"2021-2022","72","Powhatan County","11","Powhatan High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<"," ","<"," ","<"
"2021-2022","72","Powhatan County","130","Powhatan Middle","N"," "," "," "," "," "," "," ","320","307","344"," "," "," "," ","971","<","972"
"2021-2022","72","Powhatan County","130","Powhatan Middle","Y"," "," "," "," "," "," "," ","<","<","<"," "," "," "," ","16"," ","16"
"2021-2022","73","Prince Edward County","400","Prince Edward County High","N"," "," "," "," "," "," "," "," "," "," ","207","153","80","130","570"," ","570"
"2021-2022","73","Prince Edward County","400","Prince Edward County High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","10"," ","10"
"2021-2022","73","Prince Edward County","10","Prince Edward Elementary","N","95","129","130","148","113","138"," "," "," "," "," "," "," "," ","753","<","756"
"2021-2022","73","Prince Edward County","10","Prince Edward Elementary","Y"," "," ","<","<","<","<"," "," "," "," "," "," "," "," ","21"," ","21"
"2021-2022","73","Prince Edward County","20","Prince Edward Middle","N"," "," "," "," "," "," ","131","138","126","147"," "," "," "," ","542"," ","542"
"2021-2022","73","Prince Edward County","20","Prince Edward Middle","Y"," "," "," "," "," "," ","<","<","<","<"," "," "," "," ","18"," ","18"
"2021-2022","74","Prince George County","340","David A. Harrison Elementary","N","29","70","89","80","81","89","87"," "," "," "," "," "," "," ","525"," ","525"
"2021-2022","74","Prince George County","340","David A. Harrison Elementary","Y"," "," "," ","<"," "," ","<"," "," "," "," "," "," "," ","<"," ","<"
"2021-2022","74","Prince George County","320","J.E.J. Moore Middle","N"," "," "," "," "," "," "," ","444","440","498"," "," "," "," ","1,382","<","1,383"
"2021-2022","74","Prince George County","320","J.E.J. Moore Middle","Y"," "," "," "," "," "," "," ","11","16","<"," "," "," "," ","32"," ","32"
"2021-2022","74","Prince George County","310","L.L. Beazley Elementary","N","24","94","89","91","105","101","96"," "," "," "," "," "," "," ","600"," ","600"
"2021-2022","74","Prince George County","310","L.L. Beazley Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","16"," ","16"
"2021-2022","74","Prince George County","290","North Elementary","N","40","126","119","116","109","113","115"," "," "," "," "," "," "," ","738"," ","738"
"2021-2022","74","Prince George County","290","North Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","12"," ","12"
"2021-2022","74","Prince George County","20","Prince George High","N"," "," "," "," "," "," "," "," "," "," ","468","499","368","427","1,762","<","1,763"
"2021-2022","74","Prince George County","20","Prince George High","Y"," "," "," "," "," "," "," "," "," "," ","<","<","<","<","23"," ","23"
"2021-2022","74","Prince George County","300","South Elementary","N","21","84","81","81","68","74","67"," "," "," "," "," "," "," ","476"," ","476"
"2021-2022","74","Prince George County","300","South Elementary","Y"," ","<","<"," ","<","<","<"," "," "," "," "," "," "," ","14"," ","14"
"2021-2022","74","Prince George County","280","William A. Walton Elementary","N","25","83","85","78","103","87","79"," "," "," "," "," "," "," ","540"," ","540"
"2021-2022","74","Prince George County","280","William A. Walton Elementary","Y"," ","<","<","<","<","<","<"," "," "," "," "," "," "," ","17"," ","17"
"2021-2022","75","Prince William County","330","A. Henderson Elementary","N","<","103","108","101","131","115","110"," "," "," "," "," "," "," ","671"," ","671"
"2021-2022","75","Prince William County","330","A. Henderson Elementary","Y"," ","19","19","18","23","23","15"," "," "," "," "," "," "," ","117"," ","117"
"2021-2022","75","Prince William County","760","Antietam Elementary","N","39","83","87","103","63","96","87"," "," "," "," "," "," "," ","558"," ","558"
"2021-2022","75","Prince William County","760","Antietam Elementary","Y"," ","21","32","32","36","44","45"," "," "," "," "," "," "," ","210"," ","210"
"2021-2022","75","Prince William County","200","Ashland Elementary","N","14","102","100","128","127","115","131"," "," "," "," "," "," "," ","717"," ","717"
"2021-2022","75","Prince William County","200","Ashland Elementary","Y"," ","10","<","13","10","14","11"," "," "," "," "," "," "," ","67"," ","67"
"2021-2022","75","Prince William County","290","Battlefield High","N"," "," "," "," "," "," "," "," "," "," ","506","583","615","749","2,453","<","2,459"
"2021-2022","75","Prince William County","290","Battlefield High","Y"," "," "," "," "," "," "," "," "," "," ","35","12","25","30","102"," ","102"
"2021-2022","75","Prince William County","670","Bel Air Elementary","N","20","26","13","28","30","22","30"," "," "," "," "," "," "," ","169"," ","169"
"2021-2022","75","Prince William County","670","Bel Air Elementary","Y"," ","39","33","37","39","40","38"," "," "," "," "," "," "," ","226"," ","226"
"2021-2022","75","Prince William County","600","Belmont Elementary","N","49","30","29","30","40","34","24"," "," "," "," "," "," "," ","236"," ","236"
"2021-2022","75","Prince William County","600","Belmont Elementary","Y"," ","38","47","52","40","51","46"," "," "," "," "," "," "," ","274"," ","274"
"2021-2022","75","Prince William County","840","Bennett Elementary","N","<","101","97","91","91","97","93"," "," "," "," "," "," "," ","573"," ","573"
"2021-2022","75","Prince William County","840","Bennett Elementary","Y"," ","25","29","27","22","27","17"," "," "," "," "," "," "," ","147"," ","147"
"2021-2022","75","Prince William County","530","Brentsville District High","N"," "," "," "," "," "," "," "," "," "," ","217","218","195","248","878","<","879"
"2021-2022","75","Prince William County","530","Brentsville District High","Y"," "," "," "," "," "," "," "," "," "," ","25","19","10","<","62"," ","62"
"2021-2022","75","Prince William County","860","Bristow Run Elementary","N","27","86","83","81","82","79","120"," "," "," "," "," "," "," ","558"," ","558"
"2021-2022","75","Prince William County","860","Bristow Run Elementary","Y"," ","22","10","15","20","17","13"," "," "," "," "," "," "," ","97"," ","97"
"2021-2022","75","Prince William County","950","Buckland Mills Elementary","N","<","89","116","101","99","94","94"," "," "," "," "," "," "," ","595"," ","595"
"2021-2022","75","Prince William County","950","Buckland Mills Elementary","Y"," ","12","22","25","31","29","25"," "," "," "," "," "," "," ","144"," ","144"
"2021-2022","75","Prince William County","920","Bull Run Middle","N"," "," "," "," "," "," "," ","247","265","296"," "," "," "," ","808"," ","808"
"2021-2022","75","Prince William County","920","Bull Run Middle","Y"," "," "," "," "," "," "," ","100","105","95"," "," "," "," ","300"," ","300"
"2021-2022","75","Prince William County","620","C.A. Sinclair Elementary","N","39","53","49","68","50","48","44"," "," "," "," "," "," "," ","351"," ","351"
"2021-2022","75","Prince William County","620","C.A. Sinclair Elementary","Y"," ","70","82","72","84","70","73"," "," "," "," "," "," "," ","451"," ","451"
"2021-2022","75","Prince William County","710","C.D. Hylton High","N","<"," "," "," "," "," "," "," "," "," ","417","458","463","473","1,820","<","1,821"
"2021-2022","75","Prince William County","710","C.D. Hylton High","Y"," "," "," "," "," "," "," "," "," "," ","89","56","60","52","257"," ","257"
"2021-2022","75","Prince William County","900","Cedar Point Elementary","N","<","59","69","79","59","86","78"," "," "," "," "," "," "," ","432"," ","432"
"2021-2022","75","Prince William County","900","Cedar Point Elementary","Y"," ","<","15","14","<","17","12"," "," "," "," "," "," "," ","74"," ","74"
"2021-2022","75","Prince William County","5010","Charles J. Colgan Sr. High","N","17"," "," "," "," "," "," "," "," "," ","653","719","645","667","2,701","<","2,702"
"2021-2022","75","Prince William County","5010","Charles J. Colgan Sr. High","Y"," "," "," "," "," "," "," "," "," "," ","55","37","45","31","168"," ","168"
"2021-2022","75","Prince William County","970","Chris Yung Elementary","N","36","91","86","95","92","64","99"," "," "," "," "," "," "," ","563"," ","563"
"2021-2022","75","Prince William County","970","Chris Yung Elementary","Y"," ","26","35","27","51","52","41"," "," "," "," "," "," "," ","232"," ","232"
"2021-2022","75","Prince William County","660","Coles Elementary","N","<","43","36","55","36","57","46"," "," "," "," "," "," "," ","278"," ","278"
"2021-2022","75","Prince William County","660","Coles Elementary","Y"," ","15","12","24","22","20","27"," "," "," "," "," "," "," ","120"," ","120"
"2021-2022","75","Prince William County","309","Covington-Harper Elementary","N","40","125","114","116","96","116","101"," "," "," "," "," "," "," ","708"," ","708"
"2021-2022","75","Prince William County","309","Covington-Harper Elementary","Y"," ","13","18","21","22","18","15"," "," "," "," "," "," "," ","107"," ","107"
"2021-2022","75","Prince William County","610","Dale City Elementary","N","25","31","29","27","26","28","24"," "," "," "," "," "," "," ","190"," ","190"
"2021-2022","75","Prince William County","610","Dale City Elementary","Y"," ","28","41","42","43","37","43"," "," "," "," "," "," "," ","234"," ","234"
"2021-2022","75","Prince William County","280","Dumfries Elementary","N","29","48","56","44","34","33","38"," "," "," "," "," "," "," ","282"," ","282"
"2021-2022","75","Prince William County","280","Dumfries Elementary","Y"," ","27","30","34","36","29","29"," "," "," "," "," "," "," ","185"," ","185"
"2021-2022","75","Prince William County","490","E.H. Marsteller Middle","N"," "," "," "," "," "," "," ","326","360","353"," "," "," "," ","1,039","<","1,040"
"2021-2022","75","Prince William County","490","E.H. Marsteller Middle","Y"," "," "," "," "," "," "," ","55","54","52"," "," "," "," ","161"," ","161"
"2021-2022","75","Prince William County","580","Elizabeth Vaughan Elementary","N","18","50","35","35","43","25","37"," "," "," "," "," "," "," ","243"," ","243"
"2021-2022","75","Prince William County","580","Elizabeth Vaughan Elementary","Y"," ","55","61","51","51","44","42"," "," "," "," "," "," "," ","304"," ","304"
"2021-2022","75","Prince William County","120","Enterprise Elementary","N","15","32","27","29","24","28","26"," "," "," "," "," "," "," ","181"," ","181"
"2021-2022","75","Prince William County","120","Enterprise Elementary","Y"," ","40","39","25","27","43","38"," "," "," "," "," "," "," ","212"," ","212"
"2021-2022","75","Prince William County","370","Fannie W. Fitzgerald Elementary","N","16","109","101","100","101","107","85"," "," "," "," "," "," "," ","619"," ","619"
"2021-2022","75","Prince William County","370","Fannie W. Fitzgerald Elementary","Y"," ","49","50","38","40","54","52"," "," "," "," "," "," "," ","283"," ","283"
"2021-2022","75","Prince William County","450","Featherstone Elementary","N","20","21","26","23","22","30","35"," "," "," "," "," "," "," ","177"," ","177"
"2021-2022","75","Prince William County","450","Featherstone Elementary","Y"," ","54","55","45","65","53","63"," "," "," "," "," "," "," ","335"," ","335"
"2021-2022","75","Prince William County","870","Forest Park High","N"," "," "," "," "," "," "," "," "," "," ","549","509","522","525","2,105"," ","2,105"
"2021-2022","75","Prince William County","870","Forest Park High","Y"," "," "," "," "," "," "," "," "," "," ","84","34","42","43","203"," ","203"
"2021-2022","75","Prince William County","520","Fred M. Lynn Middle","N"," "," "," "," "," "," "," ","159","175","222"," "," "," "," ","556"," ","556"
"2021-2022","75","Prince William County","520","Fred M. Lynn Middle","Y"," "," "," "," "," "," "," ","204","185","198"," "," "," "," ","587"," ","587"
"2021-2022","75","Prince William County","300","Freedom High","N"," "," "," "," "," "," "," "," "," "," ","423","394","317","333","1,467"," ","1,467"
"2021-2022","75","Prince William County","300","Freedom High","Y"," "," "," "," "," "," "," "," "," "," ","271","157","153","145","726"," ","726"
"2021-2022","75","Prince William County","5130","Gainesville High","N","18"," "," "," "," "," "," "," "," "," ","622","432","200"," ","1,272"," ","1,272"
"2021-2022","75","Prince William County","5130","Gainesville High","Y"," "," "," "," "," "," "," "," "," "," ","56","37","24"," ","117"," ","117"
"2021-2022","75","Prince William County","960","Gainesville Middle","N"," "," "," "," "," "," "," ","382","416","395"," "," "," "," ","1,193"," ","1,193"
"2021-2022","75","Prince William County","960","Gainesville Middle","Y"," "," "," "," "," "," "," ","74","72","57"," "," "," "," ","203"," ","203"
"2021-2022","75","Prince William County","690","Gar-Field High","N","34"," "," "," "," "," "," "," "," "," ","529","501","392","417","1,873"," ","1,873"
"2021-2022","75","Prince William County","690","Gar-Field High","Y"," "," "," "," "," "," "," "," "," "," ","221","149","132","138","640"," ","640"
"2021-2022","75","Prince William County","630","George G. Tyler Elementary","N","18","56","54","62","41","51","72"," "," "," "," "," "," "," ","354"," ","354"
"2021-2022","75","Prince William County","630","George G. Tyler Elementary","Y"," ","12","10","14","24","18","17"," "," "," "," "," "," "," ","95"," ","95"
"2021-2022","75","Prince William County","640","George M. Hampton Middle","N"," "," "," "," "," "," "," ","143","162","161"," "," "," "," ","466"," ","466"
"2021-2022","75","Prince William County","640","George M. Hampton Middle","Y"," "," "," "," "," "," "," ","158","153","145"," "," "," "," ","456"," ","456"
"2021-2022","75","Prince William County","770","George P. Mullen Elementary","N","47","61","59","53","44","52","41"," "," "," "," "," "," "," ","357"," ","357"
"2021-2022","75","Prince William County","770","George P. Mullen Elementary","Y"," ","56","49","62","60","61","58"," "," "," "," "," "," "," ","346"," ","346"
"2021-2022","75","Prince William County","340","Glenkirk Elementary","N","22","72","86","92","80","103","98"," "," "," "," "," "," "," ","553"," ","553"
"2021-2022","75","Prince William County","340","Glenkirk Elementary","Y"," ","<","12","14","20","12","17"," "," "," "," "," "," "," ","83"," ","83"
"2021-2022","75","Prince William County","510","Graham Park Middle","N"," "," "," "," "," "," "," ","152","165","156"," "," "," "," ","473"," ","473"
"2021-2022","75","Prince William County","510","Graham Park Middle","Y"," "," "," "," "," "," "," ","85","86","80"," "," "," "," ","251"," ","251"
"2021-2022","75","Prince William County","250","Haymarket Elementary","N","16","127","116","105","139","105","133"," "," "," "," "," "," "," ","741"," ","741"
"2021-2022","75","Prince William County","250","Haymarket Elementary","Y"," ","20","18","18","26","22","20"," "," "," "," "," "," "," ","124"," ","124"
"2021-2022","75","Prince William County","380","Herbert J. Saunders Middle","N"," "," "," "," "," "," "," ","290","317","321"," "," "," "," ","928"," ","928"
"2021-2022","75","Prince William County","380","Herbert J. Saunders Middle","Y"," "," "," "," "," "," "," ","106","95","63"," "," "," "," ","264"," ","264"
"2021-2022","75","Prince William County","220","J.W. Alvey Elementary","N"," ","78","84","77","105","101","95"," "," "," "," "," "," "," ","540"," ","540"
"2021-2022","75","Prince William County","220","J.W. Alvey Elementary","Y"," ","<","<","<","<","11","<"," "," "," "," "," "," "," ","37"," ","37"
"2021-2022","75","Prince William County","319","John D. Jenkins Elementary","N","52","57","53","45","57","50","47"," "," "," "," "," "," "," ","361"," ","361"
"2021-2022","75","Prince William County","319","John D. Jenkins Elementary","Y"," ","39","40","40","55","39","53"," "," "," "," "," "," "," ","266"," ","266"
"2021-2022","75","Prince William County","130","John F. Pattie Sr. Elementary","N","159","104","89","87","80","110","102"," "," "," "," "," "," "," ","731"," ","731"
"2021-2022","75","Prince William County","130","John F. Pattie Sr. Elementary","Y"," ","14","27","17","28","27","28"," "," "," "," "," "," "," ","141"," ","141"
"2021-2022","75","Prince William County","70","Kerrydale Elementary","N","18","20","20","20","26","23","31"," "," "," "," "," "," "," ","158"," ","158"
"2021-2022","75","Prince William County","70","Kerrydale Elementary","Y"," ","21","23","28","35","36","32"," "," "," "," "," "," "," ","175"," ","175"
"2021-2022","75","Prince William County","306","Kyle R. Wilson Elementary","N","18","101","97","104","97","101","91"," "," "," "," "," "," "," ","609"," ","609"
"2021-2022","75","Prince William County","306","Kyle R. Wilson Elementary","Y"," ","35","26","39","45","48","46"," "," "," "," "," "," "," ","239"," ","239"
"2021-2022","75","Prince William County","180","Lake Ridge Elementary","N","49","78","83","83","92","84","79"," "," "," "," "," "," "," ","548"," ","548"
"2021-2022","75","Prince William County","180","Lake Ridge Elementary","Y"," ","19","15","23","23","29","30"," "," "," "," "," "," "," ","139"," ","139"
"2021-2022","75","Prince William County","720","Lake Ridge Middle","N"," "," "," "," "," "," "," ","343","364","411"," "," "," "," ","1,118","<","1,119"
"2021-2022","75","Prince William County","720","Lake Ridge Middle","Y"," "," "," "," "," "," "," ","109","98","98"," "," "," "," ","305"," ","305"
"2021-2022","75","Prince William County","830","Leesylvania Elementary","N","12","86","84","81","70","61","83"," "," "," "," "," "," "," ","477"," ","477"
"2021-2022","75","Prince William County","830","Leesylvania Elementary","Y"," ","30","23","35","35","32","38"," "," "," "," "," "," "," ","193"," ","193"
"2021-2022","75","Prince William County","460","Loch Lomond Elementary","N","34","26","23","25","19","24","30"," "," "," "," "," "," "," ","181"," ","181"
"2021-2022","75","Prince William County","460","Loch Lomond Elementary","Y"," ","58","60","79","56","49","67"," "," "," "," "," "," "," ","369"," ","369"
"2021-2022","75","Prince William County","880","Louise A. Benton Middle","N"," "," "," "," "," "," "," ","385","385","438"," "," "," "," ","1,208"," ","1,208"
"2021-2022","75","Prince William County","880","Louise A. Benton Middle","Y"," "," "," "," "," "," "," ","56","71","57"," "," "," "," ","184"," ","184"
"2021-2022","75","Prince William County","160","Martin Luther King Jr. Elementary","N","18","39","37","37","42","35","41"," "," "," "," "," "," "," ","249"," ","249"
"2021-2022","75","Prince William County","160","Martin Luther King Jr. Elementary","Y"," ","26","33","28","24","37","39"," "," "," "," "," "," "," ","187"," ","187"
"2021-2022","75","Prince William County","570","Marumsco Hills Elementary","N","18","28","28","43","23","25","35"," "," "," "," "," "," "," ","200"," ","200"
"2021-2022","75","Prince William County","570","Marumsco Hills Elementary","Y"," ","54","58","65","58","65","49"," "," "," "," "," "," "," ","349"," ","349"
"2021-2022","75","Prince William County","231","Mary G. Porter Traditional","N"," "," ","61","64","65","66","75","74","77","74"," "," "," "," ","556"," ","556"
"2021-2022","75","Prince William County","231","Mary G. Porter Traditional","Y"," "," ","16","17","18","19","10","14","<","11"," "," "," "," ","114"," ","114"
"2021-2022","75","Prince William County","240","Mary Williams Elementary","N","13","81","75","73","60","83","86"," "," "," "," "," "," "," ","471"," ","471"
"2021-2022","75","Prince William County","240","Mary Williams Elementary","Y"," ","24","31","36","30","40","29"," "," "," "," "," "," "," ","190"," ","190"
"2021-2022","75","Prince William County","30","Minnieville Elementary","N","36","54","50","57","52","40","44"," "," "," "," "," "," "," ","333"," ","333"
"2021-2022","75","Prince William County","30","Minnieville Elementary","Y"," ","50","33","45","52","41","50"," "," "," "," "," "," "," ","271"," ","271"
"2021-2022","75","Prince William County","800","Montclair Elementary","N"," ","69","76","73","76","75","69"," "," "," "," "," "," "," ","438"," ","438"
"2021-2022","75","Prince William County","800","Montclair Elementary","Y"," ","22","23","28","25","37","34"," "," "," "," "," "," "," ","169"," ","169"
"2021-2022","75","Prince William County","810","Mountain View Elementary","N","16","49","56","54","94","87","90"," "," "," "," "," "," "," ","446"," ","446"
"2021-2022","75","Prince William County","810","Mountain View Elementary","Y"," ","<","<","11","<","<","11"," "," "," "," "," "," "," ","44"," ","44"
"2021-2022","75","Prince William County","700","Neabsco Elementary","N","15","44","45","49","34","34","45"," "," "," "," "," "," "," ","266"," ","266"
"2021-2022","75","Prince William County","700","Neabsco Elementary","Y"," ","58","64","52","66","74","68"," "," "," "," "," "," "," ","382"," ","382"
"2021-2022","75","Prince William County","260","Occoquan Elementary","N","<","75","54","60","60","56","57"," "," "," "," "," "," "," ","364"," ","364"
"2021-2022","75","Prince William County","260","Occoquan Elementary","Y"," ","46","40","33","42","55","41"," "," "," "," "," "," "," ","257"," ","257"
"2021-2022","75","Prince William County","820","Old Bridge Elementary","N","11","62","60","55","58","63","69"," "," "," "," "," "," "," ","378"," ","378"
"2021-2022","75","Prince William County","820","Old Bridge Elementary","Y"," ","14","10","16","22","18","21"," "," "," "," "," "," "," ","101"," ","101"
"2021-2022","75","Prince William County","80","Osbourn Park High","N"," "," "," "," "," "," "," "," "," "," ","569","632","580","567","2,348"," ","2,348"
"2021-2022","75","Prince William County","80","Osbourn Park High","Y"," "," "," "," "," "," "," "," "," "," ","181","98","71","59","409"," ","409"
"2021-2022","75","Prince William County","501","Parkside Middle","N"," "," "," "," "," "," "," ","240","297","254"," "," "," "," ","791"," ","791"
"2021-2022","75","Prince William County","501","Parkside Middle","Y"," "," "," "," "," "," "," ","211","236","221"," "," "," "," ","668"," ","668"
"2021-2022","75","Prince William County","1060","Patriot High","N","16"," "," "," "," "," "," "," "," "," ","457","471","588","691","2,223","<","2,226"
"2021-2022","75","Prince William County","1060","Patriot High","Y"," "," "," "," "," "," "," "," "," "," ","39","22","29","29","119"," ","119"
"2021-2022","75","Prince William County","945","Pennington Traditional","N"," "," ","60","64","65","66","72","68","71","70"," "," "," "," ","536"," ","536"
"2021-2022","75","Prince William County","945","Pennington Traditional","Y"," "," ","15","13","19","17","12","16","12","<"," "," "," "," ","113"," ","113"
"2021-2022","75","Prince William County","110","Piney Branch Elementary","N","<","103","101","98","122","99","111"," "," "," "," "," "," "," ","641"," ","641"
"2021-2022","75","Prince William County","110","Piney Branch Elementary","Y"," ","12","23","18","15","24","19"," "," "," "," "," "," "," ","111"," ","111"
"2021-2022","75","Prince William County","140","Potomac High","N"," "," "," "," "," "," "," "," "," "," ","484","423","359","415","1,681"," ","1,681"
"2021-2022","75","Prince William County","140","Potomac High","Y"," "," "," "," "," "," "," "," "," "," ","115","71","63","74","323"," ","323"
"2021-2022","75","Prince William County","170","Potomac Middle","N"," "," "," "," "," "," "," ","184","189","189"," "," "," "," ","562"," ","562"
"2021-2022","75","Prince William County","170","Potomac Middle","Y"," "," "," "," "," "," "," ","133","104","105"," "," "," "," ","342"," ","342"
"2021-2022","75","Prince William County","414","Potomac Shores Middle","N"," "," "," "," "," "," "," ","306","279","258"," "," "," "," ","843"," ","843"
"2021-2022","75","Prince William County","414","Potomac Shores Middle","Y"," "," "," "," "," "," "," ","100","72","62"," "," "," "," ","234"," ","234"
"2021-2022","75","Prince William County","550","Potomac View Elementary","N","23","44","32","26","33","32","29"," "," "," "," "," "," "," ","219"," ","219"
"2021-2022","75","Prince William County","550","Potomac View Elementary","Y"," ","46","48","67","53","67","46"," "," "," "," "," "," "," ","327"," ","327"
"2021-2022","75","Prince William County","440","R. Dean Kilby Elementary","N","44","34","31","35","47","29","36"," "," "," "," "," "," "," ","256"," ","256"
"2021-2022","75","Prince William County","440","R. Dean Kilby Elementary","Y"," ","61","60","77","67","64","61"," "," "," "," "," "," "," ","390"," ","390"
"2021-2022","75","Prince William County","591","Rippon Middle","N"," "," "," "," "," "," "," ","190","241","275"," "," "," "," ","706"," ","706"
"2021-2022","75","Prince William County","591","Rippon Middle","Y"," "," "," "," "," "," "," ","160","182","148"," "," "," "," ","490"," ","490"
"2021-2022","75","Prince William County","750","River Oaks Elementary","N","20","63","66","45","59","67","55"," "," "," "," "," "," "," ","375"," ","375"
"2021-2022","75","Prince William County","750","River Oaks Elementary","Y"," ","32","30","32","35","36","24"," "," "," "," "," "," "," ","189"," ","189"
"2021-2022","75","Prince William County","40","Rockledge Elementary","N","<","50","39","47","51","68","44"," "," "," "," "," "," "," ","300"," ","300"
"2021-2022","75","Prince William County","40","Rockledge Elementary","Y"," ","25","27","44","33","31","32"," "," "," "," "," "," "," ","192"," ","192"
"2021-2022","75","Prince William County","310","Ronald Wilson Reagan Middle","N"," "," "," "," "," "," "," ","379","422","442"," "," "," "," ","1,243"," ","1,243"
"2021-2022","75","Prince William County","310","Ronald Wilson Reagan Middle","Y"," "," "," "," "," "," "," ","50","46","47"," "," "," "," ","143"," ","143"
"2021-2022","75","Prince William County","941","Rosa Parks Elementary","N","43","47","63","72","86","49","75"," "," "," "," "," "," "," ","435"," ","435"
"2021-2022","75","Prince William County","941","Rosa Parks Elementary","Y"," ","25","28","25","34","29","36"," "," "," "," "," "," "," ","177"," ","177"
"2021-2022","75","Prince William County","360","Samuel L. Gravely Jr. Elementary","N","<","107","110","111","135","143","128"," "," "," "," "," "," "," ","736"," ","736"
"2021-2022","75","Prince William County","360","Samuel L. Gravely Jr. Elementary","Y"," ","11","<","14","15","12","15"," "," "," "," "," "," "," ","72"," ","72"
"2021-2022","75","Prince William County","730","Sharon C. McAuliffe Elementary","N","<","54","42","38","43","38","39"," "," "," "," "," "," "," ","255"," ","255"
"2021-2022","75","Prince William County","730","Sharon C. McAuliffe Elementary","Y"," ","29","24","27","28","27","27"," "," "," "," "," "," "," ","162"," ","162"
"2021-2022","75","Prince William County","500","Signal Hill Elementary","N","60","91","99","71","81","78","82"," "," "," "," "," "," "," ","562"," ","562"
"2021-2022","75","Prince William County","500","Signal Hill Elementary","Y"," ","29","35","34","31","33","27"," "," "," "," "," "," "," ","189"," ","189"
"2021-2022","75","Prince William County","850","Sonnie Penn Elementary","N","18","85","87","77","88","84","90"," "," "," "," "," "," "," ","529"," ","529"
"2021-2022","75","Prince William County","850","Sonnie Penn Elementary","Y"," ","27","24","20","43","31","16"," "," "," "," "," "," "," ","161"," ","161"
"2021-2022","75","Prince William County","320","Springwoods Elementary","N","58","94","94","87","89","91","106"," "," "," "," "," "," "," ","619"," ","619"
"2021-2022","75","Prince William County","320","Springwoods Elementary","Y"," ","37","33","41","57","41","36"," "," "," "," "," "," "," ","245"," ","245"
"2021-2022","75","Prince William County","780","Stuart M. Beville Middle","N"," "," "," "," "," "," "," ","205","207","199"," "," "," "," ","611"," ","611"
"2021-2022","75","Prince William County","780","Stuart M. Beville Middle","Y"," "," "," "," "," "," "," ","170","160","158"," "," "," "," ","488"," ","488"
"2021-2022","75","Prince William County","20","Sudley Elementary","N","<","54","31","35","33","39","38"," "," "," "," "," "," "," ","232"," ","232"
"2021-2022","75","Prince William County","20","Sudley Elementary","Y"," ","83","68","71","65","66","59"," "," "," "," "," "," "," ","412"," ","412"
"2021-2022","75","Prince William County","270","Suella G. Ellis Elementary","N","32","29","25","29","21","30","42"," "," "," "," "," "," "," ","208"," ","208"
"2021-2022","75","Prince William County","270","Suella G. Ellis Elementary","Y"," ","37","42","38","46","39","47"," "," "," "," "," "," "," ","249"," ","249"
"2021-2022","75","Prince William County","890","Swans Creek Elementary","N","19","79","49","61","74","70","71"," "," "," "," "," "," "," ","423"," ","423"
"2021-2022","75","Prince William County","890","Swans Creek Elementary","Y"," ","30","34","27","39","34","25"," "," "," "," "," "," "," ","189"," ","189"
"2021-2022","75","Prince William County","470","T. Clay Wood Elementary","N","<","103","115","120","130","141","135"," "," "," "," "," "," "," ","749"," ","749"
"2021-2022","75","Prince William County","470","T. Clay Wood Elementary","Y"," ","11","13","10","<","16","19"," "," "," "," "," "," "," ","78"," ","78"
"2021-2022","75","Prince William County","150","The Nokesville School","N","<","91","95","105","103","126","115","122","122","111"," "," "," "," ","992"," ","992"
"2021-2022","75","Prince William County","150","The Nokesville School","Y"," ","<","17","19","16","16","12","13","16","22"," "," "," "," ","140"," ","140"
"2021-2022","75","Prince William County","790","Thurgood Marshall Elementary","N","<","71","89","89","101","120","99"," "," "," "," "," "," "," ","572"," ","572"
"2021-2022","75","Prince William County","790","Thurgood Marshall Elementary","Y"," ","13","<","13","12","12","15"," "," "," "," "," "," "," ","74"," ","74"
"2021-2022","75","Prince William County","430","Triangle Elementary","N","16","90","72","80","84","69","78"," "," "," "," "," "," "," ","489"," ","489"
"2021-2022","75","Prince William County","430","Triangle Elementary","Y"," ","44","47","34","45","33","40"," "," "," "," "," "," "," ","243"," ","243"
"2021-2022","75","Prince William County","480","Unity Braxton Middle","N"," "," "," "," "," "," "," ","160","177","148"," "," "," "," ","485"," ","485"
"2021-2022","75","Prince William County","480","Unity Braxton Middle","Y"," "," "," "," "," "," "," ","229","204","183"," "," "," "," ","616"," ","616"
