"School Year","Division Number","Division Name","School Number","School Name","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2021-2022","143","Manassas City","20","Richard C. Haydon Elementary","558","91","649"
"2021-2022","143","Manassas City","10","Weems Elementary","532","99","631"
"2021-2022","144","Manassas Park City","522","Cougar Elementary","840"," ","840"
"2021-2022","144","Manassas Park City","420","Manassas Park Elementary","737"," ","737"
"2021-2022","144","Manassas Park City","30","Manassas Park High","1,122"," ","1,122"
"2021-2022","144","Manassas Park City","31","Manassas Park Middle","809"," ","809"
"2021-2022","116","Martinsville City","222","Albert Harris Elementary","403"," ","403"
"2021-2022","116","Martinsville City","224","Clearview Early Learning Center","97"," ","97"
"2021-2022","116","Martinsville City","110","Martinsville High","556"," ","556"
"2021-2022","116","Martinsville City","10","Martinsville Middle","402"," ","402"
"2021-2022","116","Martinsville City","223","Patrick Henry Elementary","359"," ","359"
"2021-2022","57","Mathews County","291","Mathews Elementary","319"," ","319"
"2021-2022","57","Mathews County","190","Mathews High","293"," ","293"
"2021-2022","57","Mathews County","100","Thomas Hunter Middle","291"," ","291"
"2021-2022","58","Mecklenburg County","980","Bluestone  High","839","2","841"
"2021-2022","58","Mecklenburg County","960","Bluestone Middle","363"," ","363"
"2021-2022","58","Mecklenburg County","910","Chase City Elementary","371"," ","371"
"2021-2022","58","Mecklenburg County","1000","Clarksville Elementary","422"," ","422"
"2021-2022","58","Mecklenburg County","1020","LaCrosse Elementary","348"," ","348"
"2021-2022","58","Mecklenburg County","990","Park View High","842"," ","842"
"2021-2022","58","Mecklenburg County","950","Park View Middle","504"," ","504"
"2021-2022","58","Mecklenburg County","190","South Hill Elementary","749"," ","749"
"2021-2022","59","Middlesex County","291","Middlesex Elementary","593"," ","593"
"2021-2022","59","Middlesex County","90","Middlesex High","335"," ","335"
"2021-2022","59","Middlesex County","140","St. Clare Walker Middle","274"," ","274"
"2021-2022","60","Montgomery County","902","Auburn Elementary","551"," ","551"
"2021-2022","60","Montgomery County","650","Auburn High","373"," ","373"
"2021-2022","60","Montgomery County","903","Auburn Middle","288"," ","288"
"2021-2022","60","Montgomery County","700","Belview Elementary","274"," ","274"
"2021-2022","60","Montgomery County","760","Blacksburg High","1,322"," ","1,322"
"2021-2022","60","Montgomery County","710","Blacksburg Middle","927"," ","927"
"2021-2022","60","Montgomery County","740","Christiansburg Elementary","389"," ","389"
"2021-2022","60","Montgomery County","770","Christiansburg High","1,095","2","1,097"
"2021-2022","60","Montgomery County","671","Christiansburg Middle","793"," ","793"
"2021-2022","60","Montgomery County","780","Christiansburg Primary","437"," ","437"
"2021-2022","60","Montgomery County","30","Eastern Montgomery Elementary","398"," ","398"
"2021-2022","60","Montgomery County","904","Eastern Montgomery High","292","1","293"
"2021-2022","60","Montgomery County","600","Falling Branch Elementary","561"," ","561"
"2021-2022","60","Montgomery County","750","Gilbert Linkous Elementary","318"," ","318"
"2021-2022","60","Montgomery County","10","Harding Avenue Elementary","272"," ","272"
"2021-2022","60","Montgomery County","901","Kipps Elementary","373","1","374"
"2021-2022","60","Montgomery County","730","Margaret Beeks Elementary","369"," ","369"
"2021-2022","60","Montgomery County","210","Prices Fork Elementary","456"," ","456"
"2021-2022","60","Montgomery County","290","Shawsville Middle","210","2","212"
"2021-2022","62","Nelson County","710","Nelson County High","545"," ","545"
"2021-2022","62","Nelson County","730","Nelson Middle","359"," ","359"
"2021-2022","62","Nelson County","10","Rockfish River Elementary","286"," ","286"
"2021-2022","62","Nelson County","20","Tye River Elementary","348"," ","348"
"2021-2022","63","New Kent County","180","George W. Watkins Elementary","723"," ","723"
"2021-2022","63","New Kent County","10","New Kent Elementary","701"," ","701"
"2021-2022","63","New Kent County","20","New Kent High","1,083"," ","1,083"
"2021-2022","63","New Kent County","100","New Kent Middle","766"," ","766"
"2021-2022","117","Newport News City","1404","Achievable Dream Academy","602"," ","602"
"2021-2022","117","Newport News City","1405","Achievable Dream Middle/High","505"," ","505"
"2021-2022","117","Newport News City","1250","B.C. Charles Elementary","370"," ","370"
"2021-2022","117","Newport News City","110","B.T. Washington Middle","416"," ","416"
"2021-2022","117","Newport News City","1170","Carver Elementary","593"," ","593"
"2021-2022","117","Newport News City","1393","Crittenden Middle","904"," ","904"
"2021-2022","117","Newport News City","50","David A. Dutrow Elementary","464"," ","464"
"2021-2022","117","Newport News City","1398","Deer Park Elementary","530","3","533"
"2021-2022","117","Newport News City","1402","Denbigh Early Childhood Center","382"," ","382"
"2021-2022","117","Newport News City","280","Denbigh High","1,211"," ","1,211"
"2021-2022","117","Newport News City","130","Discovery STEM Academy","558"," ","558"
"2021-2022","117","Newport News City","20","Ella J. Fitzgerald Middle","1,115"," ","1,115"
"2021-2022","117","Newport News City","1260","Ethel M. Gildersleeve Middle","1,083"," ","1,083"
"2021-2022","117","Newport News City","1407","General Stanford Elementary","490"," ","490"
"2021-2022","117","Newport News City","70","George J. McIntosh Elementary","421"," ","421"
"2021-2022","117","Newport News City","1395","Heritage High","1,169"," ","1,169"
"2021-2022","117","Newport News City","1210","Hidenwood Elementary","544"," ","544"
"2021-2022","117","Newport News City","1080","Hilton Elementary","378"," ","378"
"2021-2022","117","Newport News City","1270","Homer L. Hines Middle","952"," ","952"
"2021-2022","117","Newport News City","91","Huntington Middle","282"," ","282"
"2021-2022","117","Newport News City","1411","John Marshall Early Childhood Center","222"," ","222"
"2021-2022","117","Newport News City","300","Joseph H. Saunders Elementary","606"," ","606"
"2021-2022","117","Newport News City","1180","Katherine Johnson Elementary","511"," ","511"
"2021-2022","117","Newport News City","1290","Kiln Creek Elementary","621"," ","621"
"2021-2022","117","Newport News City","310","Knollwood Meadows Elementary","451"," ","451"
"2021-2022","117","Newport News City","200","L.F. Palmer Elementary","417"," ","417"
"2021-2022","117","Newport News City","1400","Mary Passage Middle","987"," ","987"
"2021-2022","117","Newport News City","1220","Menchville High","1,733"," ","1,733"
"2021-2022","117","Newport News City","1120","Newsome Park Elementary","487"," ","487"
"2021-2022","117","Newport News City","150","Oliver C. Greenwood Elementary","559"," ","559"
"2021-2022","117","Newport News City","270","Richard T. Yates Elementary","390"," ","390"
"2021-2022","117","Newport News City","1230","Richneck Elementary","586"," ","586"
"2021-2022","117","Newport News City","1150","Riverside Elementary","485"," ","485"
"2021-2022","117","Newport News City","250","Sedgefield Elementary","445"," ","445"
"2021-2022","117","Newport News City","1240","Stoney Run Elementary","472"," ","472"
"2021-2022","117","Newport News City","290","T. Ryland Sanford Elementary","506"," ","506"
"2021-2022","117","Newport News City","1070","Warwick High","1,623"," ","1,623"
"2021-2022","117","Newport News City","1410","Watkins Early Childhood Center","391","1","392"
"2021-2022","117","Newport News City","320","Willis A. Jenkins Elementary","469"," ","469"
"2021-2022","117","Newport News City","1396","Woodside High","1,742","1","1,743"
"2021-2022","118","Norfolk City","185","Academy for Discovery at Lakewood","719"," ","719"
"2021-2022","118","Norfolk City","760","Azalea Gardens Middle","868"," ","868"
"2021-2022","118","Norfolk City","250","Bay View Elementary","519"," ","519"
"2021-2022","118","Norfolk City","510","Berkley/Campostella Early Childhood Education Center","166"," ","166"
"2021-2022","118","Norfolk City","20","Blair Middle","1,217"," ","1,217"
"2021-2022","118","Norfolk City","880","Booker T Washington High","978"," ","978"
"2021-2022","118","Norfolk City","40","Camp Allen Elementary","413"," ","413"
"2021-2022","118","Norfolk City","220","Chesterfield Academy Elementary","320"," ","320"
"2021-2022","118","Norfolk City","550","Coleman Place Elementary","614"," ","614"
"2021-2022","118","Norfolk City","560","Crossroads Elementary","776"," ","776"
"2021-2022","118","Norfolk City","740","Easton Preschool","87"," ","87"
"2021-2022","118","Norfolk City","90","Ghent K-8","486"," ","486"
"2021-2022","118","Norfolk City","420","Granby Elementary","496"," ","496"
"2021-2022","118","Norfolk City","390","Granby High","1,863"," ","1,863"
"2021-2022","118","Norfolk City","610","Ingleside Elementary","496"," ","496"
"2021-2022","118","Norfolk City","430","Jacox Elementary","541"," ","541"
"2021-2022","118","Norfolk City","131","James Monroe Elementary","256"," ","256"
"2021-2022","118","Norfolk City","790","Lake Taylor","647"," ","647"
"2021-2022","118","Norfolk City","840","Lake Taylor High","1,012"," ","1,012"
"2021-2022","118","Norfolk City","210","Larchmont Elementary","448"," ","448"
"2021-2022","118","Norfolk City","670","Larrymore Elementary","559"," ","559"
"2021-2022","118","Norfolk City","520","Lindenwood Elementary","280"," ","280"
"2021-2022","118","Norfolk City","682","Little Creek Elementary","590"," ","590"
"2021-2022","118","Norfolk City","460","Mary Calcott Elementary","429"," ","429"
"2021-2022","118","Norfolk City","10","Matthew Fontaine Maury High","1,623"," ","1,623"
"2021-2022","118","Norfolk City","490","Northside Middle","787"," ","787"
"2021-2022","118","Norfolk City","620","Norview Elementary","400"," ","400"
"2021-2022","118","Norfolk City","580","Norview High","1,889"," ","1,889"
"2021-2022","118","Norfolk City","570","Norview Middle","1,280"," ","1,280"
"2021-2022","118","Norfolk City","190","Ocean View Elementary","492"," ","492"
"2021-2022","118","Norfolk City","630","Oceanair Elementary","442"," ","442"
"2021-2022","118","Norfolk City","530","P.B. Young Sr. Elementary","292"," ","292"
"2021-2022","118","Norfolk City","480","Richard Bowling Elementary","473"," ","473"
"2021-2022","118","Norfolk City","850","Sewells Point Elementary","506"," ","506"
"2021-2022","118","Norfolk City","650","Sherwood Forest Elementary","450"," ","450"
"2021-2022","118","Norfolk City","770","Southside STEM Academy at Campostella","873"," ","873"
"2021-2022","118","Norfolk City","820","St. Helena Elementary","229"," ","229"
"2021-2022","118","Norfolk City","500","Suburban Park Elementary","445"," ","445"
"2021-2022","118","Norfolk City","100","Tanners Creek Elementary","550"," ","550"
"2021-2022","118","Norfolk City","800","Tarrallton Elementary","324"," ","324"
"2021-2022","118","Norfolk City","780","Tidewater Park Elementary","190"," ","190"
"2021-2022","118","Norfolk City","150","Walter Herron Taylor Elementary","318"," ","318"
"2021-2022","118","Norfolk City","471","Willard Model Elementary","488"," ","488"
"2021-2022","118","Norfolk City","30","William H. Ruffner Middle","524"," ","524"
"2021-2022","118","Norfolk City","860","Willoughby Early Childhood Center","123"," ","123"
"2021-2022","65","Northampton County","452","Kiptopeke Elementary","356"," ","356"
"2021-2022","65","Northampton County","350","Northampton High","426"," ","426"
"2021-2022","65","Northampton County","360","Northampton Middle","194"," ","194"
"2021-2022","65","Northampton County","451","Occohannock Elementary","374"," ","374"
"2021-2022","66","Northumberland County","331","Northumberland Elementary","542"," ","542"
"2021-2022","66","Northumberland County","40","Northumberland High","361"," ","361"
"2021-2022","66","Northumberland County","210","Northumberland Middle","278"," ","278"
"2021-2022","119","Norton City","20","J.I. Burton High","323"," ","323"
"2021-2022","119","Norton City","40","Norton Elementary","505"," ","505"
"2021-2022","67","Nottoway County","340","Blackstone Primary","389"," ","389"
"2021-2022","67","Nottoway County","330","Crewe Primary","358"," ","358"
"2021-2022","67","Nottoway County","301","Nottoway High","564"," ","564"
"2021-2022","67","Nottoway County","300","Nottoway Intermediate","237"," ","237"
"2021-2022","67","Nottoway County","302","Nottoway Middle","276"," ","276"
"2021-2022","68","Orange County","360","Gordon-Barbour Elementary","314"," ","314"
"2021-2022","68","Orange County","70","Lightfoot Elementary","253"," ","253"
"2021-2022","68","Orange County","50","Locust Grove Elementary","496"," ","496"
"2021-2022","68","Orange County","471","Locust Grove Middle","671"," ","671"
"2021-2022","68","Orange County","51","Locust Grove Primary","422"," ","422"
"2021-2022","68","Orange County","330","Orange County High","1,521","1","1,522"
"2021-2022","68","Orange County","370","Orange Elementary","645"," ","645"
"2021-2022","68","Orange County","340","Prospect Heights Middle","476"," ","476"
"2021-2022","68","Orange County","350","Unionville Elementary","229"," ","229"
"2021-2022","69","Page County","350","Luray Elementary","464"," ","464"
"2021-2022","69","Page County","110","Luray High","503"," ","503"
"2021-2022","69","Page County","400","Luray Middle","345"," ","345"
"2021-2022","69","Page County","380","Page County High","552"," ","552"
"2021-2022","69","Page County","390","Page County Middle","376"," ","376"
"2021-2022","69","Page County","310","Shenandoah Elementary","307"," ","307"
"2021-2022","69","Page County","50","Springfield Elementary","219"," ","219"
"2021-2022","69","Page County","210","Stanley Elementary","370"," ","370"
"2021-2022","70","Patrick County","440","Blue Ridge Elementary","255"," ","255"
"2021-2022","70","Patrick County","350","Hardin Reynolds Memorial School","217"," ","217"
"2021-2022","70","Patrick County","150","Meadows of Dan Elementary","424"," ","424"
"2021-2022","70","Patrick County","700","Patrick County High","867"," ","867"
"2021-2022","70","Patrick County","680","Patrick Springs Primary","254"," ","254"
"2021-2022","70","Patrick County","320","Stuart Elementary","377"," ","377"
"2021-2022","70","Patrick County","80","Woolwine Elementary","144"," ","144"
"2021-2022","120","Petersburg City","110","Cool Spring Elementary","521"," ","521"
"2021-2022","120","Petersburg City","170","Lakemont Elementary","342"," ","342"
"2021-2022","120","Petersburg City","200","Petersburg High","1,027"," ","1,027"
"2021-2022","120","Petersburg City","180","Pleasants Lane Elementary","523"," ","523"
"2021-2022","120","Petersburg City","121","Vernon Johns Middle","917"," ","917"
"2021-2022","120","Petersburg City","130","Walnut Hill Elementary","525"," ","525"
"2021-2022","120","Petersburg City","160","Westview Early Childhood Education Center","324"," ","324"
"2021-2022","71","Pittsylvania County","1853","Brosville Elementary","210"," ","210"
"2021-2022","71","Pittsylvania County","640","Chatham Elementary","239"," ","239"
"2021-2022","71","Pittsylvania County","1720","Chatham High","616"," ","616"
"2021-2022","71","Pittsylvania County","1660","Chatham Middle","462"," ","462"
"2021-2022","71","Pittsylvania County","1680","Dan River High","628"," ","628"
"2021-2022","71","Pittsylvania County","1090","Dan River Middle","444"," ","444"
"2021-2022","71","Pittsylvania County","280","Gretna Elementary","464"," ","464"
"2021-2022","71","Pittsylvania County","1700","Gretna High","554"," ","554"
"2021-2022","71","Pittsylvania County","290","Gretna Middle","406"," ","406"
"2021-2022","71","Pittsylvania County","30","John L. Hurt Elementary","233"," ","233"
"2021-2022","71","Pittsylvania County","1690","Kentuck Elementary","503"," ","503"
"2021-2022","71","Pittsylvania County","1750","Mount Airy Elementary","132"," ","132"
"2021-2022","71","Pittsylvania County","1460","Southside Elementary","393"," ","393"
"2021-2022","71","Pittsylvania County","1710","Stony Mill Elementary","413"," ","413"
"2021-2022","71","Pittsylvania County","1730","Tunstall High","835"," ","835"
"2021-2022","71","Pittsylvania County","1130","Tunstall Middle","573"," ","573"
"2021-2022","71","Pittsylvania County","1851","Twin Springs Elementary","642"," ","642"
"2021-2022","71","Pittsylvania County","1740","Union Hall Elementary","168"," ","168"
"2021-2022","142","Poquoson City","150","Poquoson Elementary","452"," ","452"
"2021-2022","142","Poquoson City","10","Poquoson High","698","1","699"
"2021-2022","142","Poquoson City","130","Poquoson Middle","472"," ","472"
"2021-2022","142","Poquoson City","160","Poquoson Primary","434","31","465"
"2021-2022","121","Portsmouth City","1766","Brighton Elementary","432"," ","432"
"2021-2022","121","Portsmouth City","321","Churchland Academy Elementary","628"," ","628"
"2021-2022","121","Portsmouth City","650","Churchland Elementary","652"," ","652"
"2021-2022","121","Portsmouth City","500","Churchland High","1,419"," ","1,419"
"2021-2022","121","Portsmouth City","320","Churchland Middle","878"," ","878"
"2021-2022","121","Portsmouth City","322","Churchland Preschool Center","123"," ","123"
"2021-2022","121","Portsmouth City","160","Churchland Primary & Intermediate","599"," ","599"
"2021-2022","121","Portsmouth City","1400","Cradock Elementary","665"," ","665"
"2021-2022","121","Portsmouth City","1130","Cradock Middle","524"," ","524"
"2021-2022","121","Portsmouth City","190","Douglass Park Elementary","576"," ","576"
"2021-2022","121","Portsmouth City","1630","Hodges Manor Elementary","482"," ","482"
"2021-2022","121","Portsmouth City","240","I.C. Norcom High","1,091"," ","1,091"
"2021-2022","121","Portsmouth City","1650","Lakeview Elementary","437"," ","437"
"2021-2022","121","Portsmouth City","1660","Manor High","1,260"," ","1,260"
"2021-2022","121","Portsmouth City","1768","Mount Hermon Preschool Center","217"," ","217"
"2021-2022","121","Portsmouth City","1770","Olive Branch Preschool Center","212"," ","212"
"2021-2022","121","Portsmouth City","60","Park View Elementary","518"," ","518"
"2021-2022","121","Portsmouth City","290","Simonsdale Elementary","586"," ","586"
"2021-2022","121","Portsmouth City","1769","Victory Elementary","559"," ","559"
"2021-2022","121","Portsmouth City","230","Waterview Elementary","618"," ","618"
"2021-2022","121","Portsmouth City","210","Westhaven Elementary","471"," ","471"
"2021-2022","121","Portsmouth City","310","William E. Waters Middle","570"," ","570"
"2021-2022","72","Powhatan County","21","Flat Rock Elementary","663"," ","663"
"2021-2022","72","Powhatan County","231","Pocahontas Elementary","762"," ","762"
"2021-2022","72","Powhatan County","13","Powhatan Elementary","439"," ","439"
"2021-2022","72","Powhatan County","11","Powhatan High","1,444","9","1,453"
"2021-2022","72","Powhatan County","130","Powhatan Middle","987","1","988"
"2021-2022","73","Prince Edward County","400","Prince Edward County High","580"," ","580"
"2021-2022","73","Prince Edward County","10","Prince Edward Elementary","774","3","777"
"2021-2022","73","Prince Edward County","20","Prince Edward Middle","560"," ","560"
"2021-2022","74","Prince George County","340","David A. Harrison Elementary","527"," ","527"
"2021-2022","74","Prince George County","320","J.E.J. Moore Middle","1,414","1","1,415"
"2021-2022","74","Prince George County","310","L.L. Beazley Elementary","616"," ","616"
"2021-2022","74","Prince George County","290","North Elementary","750"," ","750"
"2021-2022","74","Prince George County","20","Prince George High","1,785","1","1,786"
"2021-2022","74","Prince George County","300","South Elementary","490"," ","490"
"2021-2022","74","Prince George County","280","William A. Walton Elementary","557"," ","557"
"2021-2022","75","Prince William County","330","A. Henderson Elementary","788"," ","788"
"2021-2022","75","Prince William County","760","Antietam Elementary","768"," ","768"
"2021-2022","75","Prince William County","200","Ashland Elementary","784"," ","784"
"2021-2022","75","Prince William County","290","Battlefield High","2,555","6","2,561"
"2021-2022","75","Prince William County","670","Bel Air Elementary","395"," ","395"
"2021-2022","75","Prince William County","600","Belmont Elementary","510"," ","510"
"2021-2022","75","Prince William County","840","Bennett Elementary","720"," ","720"
"2021-2022","75","Prince William County","530","Brentsville District High","940","1","941"
"2021-2022","75","Prince William County","860","Bristow Run Elementary","655"," ","655"
"2021-2022","75","Prince William County","950","Buckland Mills Elementary","739"," ","739"
"2021-2022","75","Prince William County","920","Bull Run Middle","1,108"," ","1,108"
"2021-2022","75","Prince William County","620","C.A. Sinclair Elementary","802"," ","802"
"2021-2022","75","Prince William County","710","C.D. Hylton High","2,077","1","2,078"
"2021-2022","75","Prince William County","900","Cedar Point Elementary","506"," ","506"
"2021-2022","75","Prince William County","5010","Charles J. Colgan Sr. High","2,869","1","2,870"
"2021-2022","75","Prince William County","970","Chris Yung Elementary","795"," ","795"
"2021-2022","75","Prince William County","660","Coles Elementary","398"," ","398"
"2021-2022","75","Prince William County","309","Covington-Harper Elementary","815"," ","815"
"2021-2022","75","Prince William County","610","Dale City Elementary","424"," ","424"
"2021-2022","75","Prince William County","280","Dumfries Elementary","467"," ","467"
"2021-2022","75","Prince William County","490","E.H. Marsteller Middle","1,200","1","1,201"
"2021-2022","75","Prince William County","580","Elizabeth Vaughan Elementary","547"," ","547"
"2021-2022","75","Prince William County","120","Enterprise Elementary","393"," ","393"
"2021-2022","75","Prince William County","370","Fannie W. Fitzgerald Elementary","902"," ","902"
"2021-2022","75","Prince William County","450","Featherstone Elementary","512"," ","512"
"2021-2022","75","Prince William County","870","Forest Park High","2,308"," ","2,308"
"2021-2022","75","Prince William County","520","Fred M. Lynn Middle","1,143"," ","1,143"
"2021-2022","75","Prince William County","300","Freedom High","2,193"," ","2,193"
"2021-2022","75","Prince William County","5130","Gainesville High","1,389"," ","1,389"
"2021-2022","75","Prince William County","960","Gainesville Middle","1,396"," ","1,396"
"2021-2022","75","Prince William County","690","Gar-Field High","2,513"," ","2,513"
"2021-2022","75","Prince William County","630","George G. Tyler Elementary","449"," ","449"
"2021-2022","75","Prince William County","640","George M. Hampton Middle","922"," ","922"
"2021-2022","75","Prince William County","770","George P. Mullen Elementary","703"," ","703"
"2021-2022","75","Prince William County","340","Glenkirk Elementary","636"," ","636"
"2021-2022","75","Prince William County","510","Graham Park Middle","724"," ","724"
"2021-2022","75","Prince William County","250","Haymarket Elementary","865"," ","865"
"2021-2022","75","Prince William County","380","Herbert J. Saunders Middle","1,192"," ","1,192"
"2021-2022","75","Prince William County","220","J.W. Alvey Elementary","577"," ","577"
"2021-2022","75","Prince William County","319","John D. Jenkins Elementary","627"," ","627"
"2021-2022","75","Prince William County","130","John F. Pattie Sr. Elementary","872"," ","872"
"2021-2022","75","Prince William County","70","Kerrydale Elementary","333"," ","333"
"2021-2022","75","Prince William County","306","Kyle R. Wilson Elementary","848"," ","848"
"2021-2022","75","Prince William County","180","Lake Ridge Elementary","687"," ","687"
"2021-2022","75","Prince William County","720","Lake Ridge Middle","1,423","1","1,424"
"2021-2022","75","Prince William County","830","Leesylvania Elementary","670"," ","670"
"2021-2022","75","Prince William County","460","Loch Lomond Elementary","550"," ","550"
"2021-2022","75","Prince William County","880","Louise A. Benton Middle","1,392"," ","1,392"
"2021-2022","75","Prince William County","160","Martin Luther King Jr. Elementary","436"," ","436"
"2021-2022","75","Prince William County","570","Marumsco Hills Elementary","549"," ","549"
"2021-2022","75","Prince William County","231","Mary G. Porter Traditional","670"," ","670"
"2021-2022","75","Prince William County","240","Mary Williams Elementary","661"," ","661"
"2021-2022","75","Prince William County","30","Minnieville Elementary","604"," ","604"
"2021-2022","75","Prince William County","800","Montclair Elementary","607"," ","607"
"2021-2022","75","Prince William County","810","Mountain View Elementary","490"," ","490"
"2021-2022","75","Prince William County","700","Neabsco Elementary","648"," ","648"
"2021-2022","75","Prince William County","260","Occoquan Elementary","621"," ","621"
"2021-2022","75","Prince William County","820","Old Bridge Elementary","479"," ","479"
"2021-2022","75","Prince William County","80","Osbourn Park High","2,757"," ","2,757"
"2021-2022","75","Prince William County","501","Parkside Middle","1,459"," ","1,459"
"2021-2022","75","Prince William County","1060","Patriot High","2,342","3","2,345"
"2021-2022","75","Prince William County","945","Pennington Traditional","649"," ","649"
"2021-2022","75","Prince William County","110","Piney Branch Elementary","752"," ","752"
"2021-2022","75","Prince William County","140","Potomac High","2,004"," ","2,004"
"2021-2022","75","Prince William County","170","Potomac Middle","904"," ","904"
"2021-2022","75","Prince William County","414","Potomac Shores Middle","1,077"," ","1,077"
"2021-2022","75","Prince William County","550","Potomac View Elementary","546"," ","546"
"2021-2022","75","Prince William County","440","R. Dean Kilby Elementary","646"," ","646"
"2021-2022","75","Prince William County","591","Rippon Middle","1,196"," ","1,196"
"2021-2022","75","Prince William County","750","River Oaks Elementary","564"," ","564"
"2021-2022","75","Prince William County","40","Rockledge Elementary","492"," ","492"
"2021-2022","75","Prince William County","310","Ronald Wilson Reagan Middle","1,386"," ","1,386"
"2021-2022","75","Prince William County","941","Rosa Parks Elementary","612"," ","612"
"2021-2022","75","Prince William County","360","Samuel L. Gravely Jr. Elementary","808"," ","808"
"2021-2022","75","Prince William County","730","Sharon C. McAuliffe Elementary","417"," ","417"
"2021-2022","75","Prince William County","500","Signal Hill Elementary","751"," ","751"
"2021-2022","75","Prince William County","850","Sonnie Penn Elementary","690"," ","690"
"2021-2022","75","Prince William County","320","Springwoods Elementary","864"," ","864"
"2021-2022","75","Prince William County","780","Stuart M. Beville Middle","1,099"," ","1,099"
"2021-2022","75","Prince William County","20","Sudley Elementary","644"," ","644"
"2021-2022","75","Prince William County","270","Suella G. Ellis Elementary","457"," ","457"
"2021-2022","75","Prince William County","890","Swans Creek Elementary","612"," ","612"
"2021-2022","75","Prince William County","470","T. Clay Wood Elementary","827"," ","827"
"2021-2022","75","Prince William County","150","The Nokesville School","1,132"," ","1,132"
"2021-2022","75","Prince William County","790","Thurgood Marshall Elementary","646"," ","646"
"2021-2022","75","Prince William County","430","Triangle Elementary","732"," ","732"
"2021-2022","75","Prince William County","480","Unity Braxton Middle","1,101"," ","1,101"
"2021-2022","75","Prince William County","680","Unity Reed High","2,453"," ","2,453"
"2021-2022","75","Prince William County","390","Victory Elementary","651"," ","651"
"2021-2022","75","Prince William County","540","West Gate Elementary","590"," ","590"
"2021-2022","75","Prince William County","740","Westridge Elementary","688"," ","688"
"2021-2022","75","Prince William County","190","Woodbine Pre-School Center","61"," ","61"
"2021-2022","75","Prince William County","60","Woodbridge High","2,831","5","2,836"
"2021-2022","75","Prince William County","560","Woodbridge Middle","1,034"," ","1,034"
"2021-2022","75","Prince William County","350","Yorkshire Elementary","796"," ","796"
"2021-2022","77","Pulaski County","20","Critzer Elementary","399"," ","399"
"2021-2022","77","Pulaski County","540","Dublin Elementary","415"," ","415"
"2021-2022","77","Pulaski County","560","Pulaski County Middle","909"," ","909"
"2021-2022","77","Pulaski County","10","Pulaski County Senior High","1,227"," ","1,227"
"2021-2022","77","Pulaski County","230","Pulaski Elementary","516"," ","516"
"2021-2022","77","Pulaski County","500","Riverlawn Elementary","372"," ","372"
"2021-2022","77","Pulaski County","430","Snowville Elementary","203"," ","203"
"2021-2022","122","Radford City","10","Belle Heth Elementary","970"," ","970"
"2021-2022","122","Radford City","42","John N. Dalton Intermediate","521"," ","521"
"2021-2022","122","Radford City","20","McHarg Elementary","381"," ","381"
"2021-2022","122","Radford City","41","Radford High","829"," ","829"
"2021-2022","78","Rappahannock County","240","Rappahannock County Elementary","450"," ","450"
"2021-2022","78","Rappahannock County","230","Rappahannock County High","303"," ","303"
"2021-2022","123","Richmond City","30","Albert Hill Middle","449"," ","449"
"2021-2022","123","Richmond City","750","Amelia Street Special Education","18"," ","18"
"2021-2022","123","Richmond City","850","Armstrong High","776"," ","776"
"2021-2022","123","Richmond City","390","Barack Obama Elementary","276"," ","276"
"2021-2022","123","Richmond City","100","Bellevue Elementary","200"," ","200"
"2021-2022","123","Richmond City","50","Binford Middle","412"," ","412"
"2021-2022","123","Richmond City","170","Blackwell Elementary","377"," ","377"
"2021-2022","123","Richmond City","1100","Broad Rock Elementary","655"," ","655"
"2021-2022","123","Richmond City","1440","Cardinal Elementary","854"," ","854"
"2021-2022","123","Richmond City","830","Chimborazo Elementary","390"," ","390"
"2021-2022","123","Richmond City","1400","Elizabeth D. Redd Elementary","381"," ","381"
"2021-2022","123","Richmond City","710","Fairfield Court Elementary","245"," ","245"
"2021-2022","123","Richmond City","621","Franklin Military Academy","317"," ","317"
"2021-2022","123","Richmond City","1470","G.H. Reid Elementary","650"," ","650"
"2021-2022","123","Richmond City","311","George W. Carver Elementary","378"," ","378"
"2021-2022","123","Richmond City","741","George Wythe High","1,296","2","1,298"
"2021-2022","123","Richmond City","230","Ginter Park Elementary","276"," ","276"
"2021-2022","123","Richmond City","470","Henderson Middle","431"," ","431"
"2021-2022","123","Richmond City","290","Henry Marsh III Elementary","474"," ","474"
"2021-2022","123","Richmond City","1510","Huguenot High","1,339"," ","1,339"
"2021-2022","123","Richmond City","1640","J.B. Fisher Elementary","251"," ","251"
"2021-2022","123","Richmond City","1710","J.L. Francis Elementary","534"," ","534"
"2021-2022","123","Richmond City","600","John B. Cary Elementary","220"," ","220"
"2021-2022","123","Richmond City","730","John Marshall High","542"," ","542"
"2021-2022","123","Richmond City","3106","Linwood Holton Elementary","435"," ","435"
"2021-2022","123","Richmond City","3105","Lucille M. Brown Middle","584"," ","584"
"2021-2022","123","Richmond City","771","Martin Luther King Jr. Early Learning Center","145"," ","145"
"2021-2022","123","Richmond City","770","Martin Luther King Jr. Middle","514"," ","514"
"2021-2022","123","Richmond City","580","Mary Munford Elementary","410"," ","410"
"2021-2022","123","Richmond City","690","Maymont Pre-K Center","541"," ","541"
"2021-2022","123","Richmond City","3107","Miles Jones Elementary","528"," ","528"
"2021-2022","123","Richmond City","330","Oak Grove/Bellemeade Elementary","546"," ","546"
