"School Year","Division Number","Division Name","School Number","School Name","English Learners include Former ELs","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2018-2019","104","Charlottesville City","120","Jackson-Via Elementary","N","317"," ","317"
"2018-2019","104","Charlottesville City","120","Jackson-Via Elementary","Y","47"," ","47"
"2018-2019","104","Charlottesville City","10","Johnson Elementary","N","316"," ","316"
"2018-2019","104","Charlottesville City","10","Johnson Elementary","Y","46"," ","46"
"2018-2019","104","Charlottesville City","40","Venable Elementary","N","315"," ","315"
"2018-2019","104","Charlottesville City","40","Venable Elementary","Y","20"," ","20"
"2018-2019","104","Charlottesville City","110","Walker Upper Elementary","N","547"," ","547"
"2018-2019","104","Charlottesville City","110","Walker Upper Elementary","Y","109"," ","109"
"2018-2019","136","Chesapeake City","630","B.M. Williams Primary","N","855"," ","855"
"2018-2019","136","Chesapeake City","630","B.M. Williams Primary","Y","33"," ","33"
"2018-2019","136","Chesapeake City","860","Butts Road Intermediate","N","645","<","646"
"2018-2019","136","Chesapeake City","860","Butts Road Intermediate","Y","11"," ","11"
"2018-2019","136","Chesapeake City","770","Butts Road Primary","N","545","<","547"
"2018-2019","136","Chesapeake City","770","Butts Road Primary","Y","<"," ","<"
"2018-2019","136","Chesapeake City","90","Camelot Elementary","N","545"," ","545"
"2018-2019","136","Chesapeake City","90","Camelot Elementary","Y","15"," ","15"
"2018-2019","136","Chesapeake City","900","Cedar Road Elementary","N","799","<","800"
"2018-2019","136","Chesapeake City","900","Cedar Road Elementary","Y","41"," ","41"
"2018-2019","136","Chesapeake City","700","Crestwood Intermediate","N","662"," ","662"
"2018-2019","136","Chesapeake City","700","Crestwood Intermediate","Y","39"," ","39"
"2018-2019","136","Chesapeake City","560","Crestwood Middle","N","577"," ","577"
"2018-2019","136","Chesapeake City","560","Crestwood Middle","Y","26"," ","26"
"2018-2019","136","Chesapeake City","660","Deep Creek Central Elementary","N","780"," ","780"
"2018-2019","136","Chesapeake City","660","Deep Creek Central Elementary","Y","12"," ","12"
"2018-2019","136","Chesapeake City","210","Deep Creek Elementary","N","686"," ","686"
"2018-2019","136","Chesapeake City","210","Deep Creek Elementary","Y","74"," ","74"
"2018-2019","136","Chesapeake City","100","Deep Creek High","N","1,567","<","1,568"
"2018-2019","136","Chesapeake City","100","Deep Creek High","Y","46"," ","46"
"2018-2019","136","Chesapeake City","610","Deep Creek Middle","N","718"," ","718"
"2018-2019","136","Chesapeake City","610","Deep Creek Middle","Y","46"," ","46"
"2018-2019","136","Chesapeake City","640","Edwin W. Chittum Elementary","N","754"," ","754"
"2018-2019","136","Chesapeake City","640","Edwin W. Chittum Elementary","Y","<"," ","<"
"2018-2019","136","Chesapeake City","720","G.A. Treakle Elementary","N","431","<","432"
"2018-2019","136","Chesapeake City","720","G.A. Treakle Elementary","Y","43"," ","43"
"2018-2019","136","Chesapeake City","50","George W. Carver Intermediate","N","477"," ","477"
"2018-2019","136","Chesapeake City","50","George W. Carver Intermediate","Y","96"," ","96"
"2018-2019","136","Chesapeake City","820","Georgetown Primary","N","811"," ","811"
"2018-2019","136","Chesapeake City","820","Georgetown Primary","Y","28"," ","28"
"2018-2019","136","Chesapeake City","950","Grassfield Elementary","N","1,018"," ","1,018"
"2018-2019","136","Chesapeake City","950","Grassfield Elementary","Y","17"," ","17"
"2018-2019","136","Chesapeake City","960","Grassfield High","N","2,279"," ","2,279"
"2018-2019","136","Chesapeake City","960","Grassfield High","Y","24"," ","24"
"2018-2019","136","Chesapeake City","120","Great Bridge High","N","1,410"," ","1,410"
"2018-2019","136","Chesapeake City","120","Great Bridge High","Y","18"," ","18"
"2018-2019","136","Chesapeake City","850","Great Bridge Intermediate","N","662"," ","662"
"2018-2019","136","Chesapeake City","850","Great Bridge Intermediate","Y","18"," ","18"
"2018-2019","136","Chesapeake City","590","Great Bridge Middle","N","1,334","<","1,335"
"2018-2019","136","Chesapeake City","590","Great Bridge Middle","Y","35"," ","35"
"2018-2019","136","Chesapeake City","680","Great Bridge Primary","N","574"," ","574"
"2018-2019","136","Chesapeake City","680","Great Bridge Primary","Y","14"," ","14"
"2018-2019","136","Chesapeake City","870","Greenbrier Intermediate","N","633"," ","633"
"2018-2019","136","Chesapeake City","870","Greenbrier Intermediate","Y","39"," ","39"
"2018-2019","136","Chesapeake City","972","Greenbrier Middle","N","892"," ","892"
"2018-2019","136","Chesapeake City","972","Greenbrier Middle","Y","40"," ","40"
"2018-2019","136","Chesapeake City","140","Greenbrier Primary","N","701","<","702"
"2018-2019","136","Chesapeake City","140","Greenbrier Primary","Y","23"," ","23"
"2018-2019","136","Chesapeake City","340","Hickory Elementary","N","473","<","476"
"2018-2019","136","Chesapeake City","340","Hickory Elementary","Y","<"," ","<"
"2018-2019","136","Chesapeake City","890","Hickory High","N","1,726"," ","1,726"
"2018-2019","136","Chesapeake City","890","Hickory High","Y","<"," ","<"
"2018-2019","136","Chesapeake City","280","Hickory Middle","N","1,258"," ","1,258"
"2018-2019","136","Chesapeake City","280","Hickory Middle","Y","28"," ","28"
"2018-2019","136","Chesapeake City","920","Hugo A. Owens Middle","N","1,244","<","1,246"
"2018-2019","136","Chesapeake City","920","Hugo A. Owens Middle","Y","37"," ","37"
"2018-2019","136","Chesapeake City","830","Indian River High","N","1,675","<","1,676"
"2018-2019","136","Chesapeake City","830","Indian River High","Y","31"," ","31"
"2018-2019","136","Chesapeake City","710","Indian River Middle","N","750"," ","750"
"2018-2019","136","Chesapeake City","710","Indian River Middle","Y","31"," ","31"
"2018-2019","136","Chesapeake City","973","Jolliff Middle","N","684"," ","684"
"2018-2019","136","Chesapeake City","973","Jolliff Middle","Y","11"," ","11"
"2018-2019","136","Chesapeake City","160","Norfolk Highlands Primary","N","319"," ","319"
"2018-2019","136","Chesapeake City","160","Norfolk Highlands Primary","Y","<"," ","<"
"2018-2019","136","Chesapeake City","80","Oscar F. Smith High","N","2,074"," ","2,074"
"2018-2019","136","Chesapeake City","80","Oscar F. Smith High","Y","74"," ","74"
"2018-2019","136","Chesapeake City","10","Oscar Smith Middle","N","1,000","<","1,001"
"2018-2019","136","Chesapeake City","10","Oscar Smith Middle","Y","82"," ","82"
"2018-2019","136","Chesapeake City","730","Portlock Primary","N","501"," ","501"
"2018-2019","136","Chesapeake City","730","Portlock Primary","Y","75"," ","75"
"2018-2019","136","Chesapeake City","200","Rena B. Wright Primary","N","347"," ","347"
"2018-2019","136","Chesapeake City","200","Rena B. Wright Primary","Y","<"," ","<"
"2018-2019","136","Chesapeake City","620","Southeastern Elementary","N","786"," ","786"
"2018-2019","136","Chesapeake City","620","Southeastern Elementary","Y","18"," ","18"
"2018-2019","136","Chesapeake City","600","Southwestern Elementary","N","568"," ","568"
"2018-2019","136","Chesapeake City","600","Southwestern Elementary","Y","14"," ","14"
"2018-2019","136","Chesapeake City","750","Sparrow Road Intermediate","N","482"," ","482"
"2018-2019","136","Chesapeake City","750","Sparrow Road Intermediate","Y","27"," ","27"
"2018-2019","136","Chesapeake City","40","Thurgood Marshall Elementary","N","511"," ","511"
"2018-2019","136","Chesapeake City","971","Truitt Intermediate","N","279"," ","279"
"2018-2019","136","Chesapeake City","971","Truitt Intermediate","Y","<"," ","<"
"2018-2019","136","Chesapeake City","840","Western Branch High","N","2,116","<","2,118"
"2018-2019","136","Chesapeake City","840","Western Branch High","Y","28"," ","28"
"2018-2019","136","Chesapeake City","810","Western Branch Intermediate","N","746"," ","746"
"2018-2019","136","Chesapeake City","810","Western Branch Intermediate","Y","29"," ","29"
"2018-2019","136","Chesapeake City","740","Western Branch Middle","N","891","<","892"
"2018-2019","136","Chesapeake City","740","Western Branch Middle","Y","21"," ","21"
"2018-2019","136","Chesapeake City","110","Western Branch Primary","N","793","<","794"
"2018-2019","136","Chesapeake City","110","Western Branch Primary","Y","<"," ","<"
"2018-2019","21","Chesterfield County","620","A.M. Davis Elementary","N","570","<","571"
"2018-2019","21","Chesterfield County","620","A.M. Davis Elementary","Y","136"," ","136"
"2018-2019","21","Chesterfield County","861","Alberta Smith Elementary","N","566"," ","566"
"2018-2019","21","Chesterfield County","861","Alberta Smith Elementary","Y","28"," ","28"
"2018-2019","21","Chesterfield County","631","Bailey Bridge Middle","N","1,474","<","1,475"
"2018-2019","21","Chesterfield County","631","Bailey Bridge Middle","Y","86"," ","86"
"2018-2019","21","Chesterfield County","660","Bellwood Elementary","N","378"," ","378"
"2018-2019","21","Chesterfield County","660","Bellwood Elementary","Y","174"," ","174"
"2018-2019","21","Chesterfield County","430","Bensley Elementary","N","257","<","258"
"2018-2019","21","Chesterfield County","430","Bensley Elementary","Y","329"," ","329"
"2018-2019","21","Chesterfield County","510","Bettie Weaver Elementary","N","659"," ","659"
"2018-2019","21","Chesterfield County","510","Bettie Weaver Elementary","Y","15"," ","15"
"2018-2019","21","Chesterfield County","130","Beulah Elementary","N","695"," ","695"
"2018-2019","21","Chesterfield County","130","Beulah Elementary","Y","149"," ","149"
"2018-2019","21","Chesterfield County","20","Bon Air Elementary","N","529"," ","529"
"2018-2019","21","Chesterfield County","20","Bon Air Elementary","Y","110"," ","110"
"2018-2019","21","Chesterfield County","50","C.C. Wells Elementary","N","640"," ","640"
"2018-2019","21","Chesterfield County","50","C.C. Wells Elementary","Y","38"," ","38"
"2018-2019","21","Chesterfield County","492","C.E. Curtis Elementary","N","687"," ","687"
"2018-2019","21","Chesterfield County","492","C.E. Curtis Elementary","Y","69"," ","69"
"2018-2019","21","Chesterfield County","30","Carver College and Career Academy","N","251"," ","251"
"2018-2019","21","Chesterfield County","30","Carver College and Career Academy","Y","19"," ","19"
"2018-2019","21","Chesterfield County","420","Carver Middle","N","975"," ","975"
"2018-2019","21","Chesterfield County","420","Carver Middle","Y","45"," ","45"
"2018-2019","21","Chesterfield County","150","Clover Hill Elementary","N","693"," ","693"
"2018-2019","21","Chesterfield County","150","Clover Hill Elementary","Y","30"," ","30"
"2018-2019","21","Chesterfield County","740","Clover Hill High","N","1,790","<","1,791"
"2018-2019","21","Chesterfield County","740","Clover Hill High","Y","34"," ","34"
"2018-2019","21","Chesterfield County","840","Cosby High","N","2,218","<","2,222"
"2018-2019","21","Chesterfield County","840","Cosby High","Y","16"," ","16"
"2018-2019","21","Chesterfield County","560","Crestwood Elementary","N","439"," ","439"
"2018-2019","21","Chesterfield County","560","Crestwood Elementary","Y","126"," ","126"
"2018-2019","21","Chesterfield County","480","Ecoff Elementary","N","680"," ","680"
"2018-2019","21","Chesterfield County","480","Ecoff Elementary","Y","32"," ","32"
"2018-2019","21","Chesterfield County","870","Elizabeth Davis Middle","N","1,072","<","1,074"
"2018-2019","21","Chesterfield County","870","Elizabeth Davis Middle","Y","174"," ","174"
"2018-2019","21","Chesterfield County","850","Elizabeth Scott Elementary","N","696","<","701"
"2018-2019","21","Chesterfield County","850","Elizabeth Scott Elementary","Y","301","<","303"
"2018-2019","21","Chesterfield County","390","Enon Elementary","N","495"," ","495"
"2018-2019","21","Chesterfield County","390","Enon Elementary","Y","21"," ","21"
"2018-2019","21","Chesterfield County","350","Ettrick Elementary","N","559"," ","559"
"2018-2019","21","Chesterfield County","350","Ettrick Elementary","Y","<"," ","<"
"2018-2019","21","Chesterfield County","300","Evergreen Elementary","N","988"," ","988"
"2018-2019","21","Chesterfield County","300","Evergreen Elementary","Y","56"," ","56"
"2018-2019","21","Chesterfield County","590","Falling Creek Elementary","N","535"," ","535"
"2018-2019","21","Chesterfield County","590","Falling Creek Elementary","Y","290","<","291"
"2018-2019","21","Chesterfield County","670","Falling Creek Middle","N","906"," ","906"
"2018-2019","21","Chesterfield County","670","Falling Creek Middle","Y","477"," ","477"
"2018-2019","21","Chesterfield County","180","Grange Hall Elementary","N","832"," ","832"
"2018-2019","21","Chesterfield County","180","Grange Hall Elementary","Y","25"," ","25"
"2018-2019","21","Chesterfield County","70","Greenfield Elementary","N","515"," ","515"
"2018-2019","21","Chesterfield County","70","Greenfield Elementary","Y","57"," ","57"
"2018-2019","21","Chesterfield County","460","Harrowgate Elementary","N","509"," ","509"
"2018-2019","21","Chesterfield County","460","Harrowgate Elementary","Y","12"," ","12"
"2018-2019","21","Chesterfield County","60","Hopkins Road Elementary","N","510","<","511"
"2018-2019","21","Chesterfield County","60","Hopkins Road Elementary","Y","205"," ","205"
"2018-2019","21","Chesterfield County","550","J.A. Chalkley Elementary","N","593"," ","593"
"2018-2019","21","Chesterfield County","550","J.A. Chalkley Elementary","Y","268"," ","268"
"2018-2019","21","Chesterfield County","650","J.B. Watkins Elementary","N","1,183"," ","1,183"
"2018-2019","21","Chesterfield County","650","J.B. Watkins Elementary","Y","49"," ","49"
"2018-2019","21","Chesterfield County","500","J.G. Hening Elementary","N","683"," ","683"
"2018-2019","21","Chesterfield County","500","J.G. Hening Elementary","Y","177"," ","177"
"2018-2019","21","Chesterfield County","400","Jacobs Road Elementary","N","684"," ","684"
"2018-2019","21","Chesterfield County","400","Jacobs Road Elementary","Y","62"," ","62"
"2018-2019","21","Chesterfield County","770","James River High","N","1,783","<","1,788"
"2018-2019","21","Chesterfield County","770","James River High","Y","203"," ","203"
"2018-2019","21","Chesterfield County","10","Lloyd C. Bird High","N","1,733","<","1,734"
"2018-2019","21","Chesterfield County","10","Lloyd C. Bird High","Y","125"," ","125"
"2018-2019","21","Chesterfield County","632","Manchester High","N","1,992","<","1,995"
"2018-2019","21","Chesterfield County","632","Manchester High","Y","97"," ","97"
"2018-2019","21","Chesterfield County","600","Manchester Middle","N","1,001"," ","1,001"
"2018-2019","21","Chesterfield County","600","Manchester Middle","Y","209"," ","209"
"2018-2019","21","Chesterfield County","780","Marguerite F. Christian Elementary","N","661"," ","661"
"2018-2019","21","Chesterfield County","780","Marguerite F. Christian Elementary","Y","46"," ","46"
"2018-2019","21","Chesterfield County","370","Matoaca Elementary","N","402"," ","402"
"2018-2019","21","Chesterfield County","370","Matoaca Elementary","Y","<"," ","<"
"2018-2019","21","Chesterfield County","530","Matoaca High","N","1,641","<","1,645"
"2018-2019","21","Chesterfield County","530","Matoaca High","Y","14"," ","14"
"2018-2019","21","Chesterfield County","110","Matoaca Middle","N","936","<","938"
"2018-2019","21","Chesterfield County","110","Matoaca Middle","Y","18"," ","18"
"2018-2019","21","Chesterfield County","580","Meadowbrook High","N","1,424","<","1,427"
"2018-2019","21","Chesterfield County","580","Meadowbrook High","Y","356"," ","356"
"2018-2019","21","Chesterfield County","320","Midlothian High","N","1,773","<","1,778"
"2018-2019","21","Chesterfield County","320","Midlothian High","Y","25"," ","25"
"2018-2019","21","Chesterfield County","40","Midlothian Middle","N","1,271"," ","1,271"
"2018-2019","21","Chesterfield County","40","Midlothian Middle","Y","54"," ","54"
"2018-2019","21","Chesterfield County","280","Monacan High","N","1,491","<","1,492"
"2018-2019","21","Chesterfield County","280","Monacan High","Y","25"," ","25"
"2018-2019","21","Chesterfield County","360","O.B. Gates Elementary","N","656","<","657"
"2018-2019","21","Chesterfield County","360","O.B. Gates Elementary","Y","39"," ","39"
"2018-2019","21","Chesterfield County","380","Providence Elementary","N","583"," ","583"
"2018-2019","21","Chesterfield County","380","Providence Elementary","Y","52"," ","52"
"2018-2019","21","Chesterfield County","690","Providence Middle","N","823"," ","823"
"2018-2019","21","Chesterfield County","690","Providence Middle","Y","257"," ","257"
"2018-2019","21","Chesterfield County","700","Reams Road Elementary","N","467"," ","467"
"2018-2019","21","Chesterfield County","700","Reams Road Elementary","Y","74"," ","74"
"2018-2019","21","Chesterfield County","730","Robious Elementary","N","625"," ","625"
"2018-2019","21","Chesterfield County","730","Robious Elementary","Y","26"," ","26"
"2018-2019","21","Chesterfield County","760","Robious Middle","N","1,135","<","1,137"
"2018-2019","21","Chesterfield County","760","Robious Middle","Y","128"," ","128"
"2018-2019","21","Chesterfield County","720","Salem Church Elementary","N","521"," ","521"
"2018-2019","21","Chesterfield County","720","Salem Church Elementary","Y","77"," ","77"
"2018-2019","21","Chesterfield County","722","Salem Church Middle","N","754"," ","754"
"2018-2019","21","Chesterfield County","722","Salem Church Middle","Y","144"," ","144"
"2018-2019","21","Chesterfield County","800","Spring Run Elementary","N","896"," ","896"
"2018-2019","21","Chesterfield County","800","Spring Run Elementary","Y","29"," ","29"
"2018-2019","21","Chesterfield County","340","Swift Creek Elementary","N","824"," ","824"
"2018-2019","21","Chesterfield County","340","Swift Creek Elementary","Y","49"," ","49"
"2018-2019","21","Chesterfield County","270","Swift Creek Middle","N","971","<","973"
"2018-2019","21","Chesterfield County","270","Swift Creek Middle","Y","48"," ","48"
"2018-2019","21","Chesterfield County","410","Thelma Crenshaw Elementary","N","595"," ","595"
"2018-2019","21","Chesterfield County","410","Thelma Crenshaw Elementary","Y","71"," ","71"
"2018-2019","21","Chesterfield County","610","Thomas Dale High","N","2,300","<","2,306"
"2018-2019","21","Chesterfield County","610","Thomas Dale High","Y","101"," ","101"
"2018-2019","21","Chesterfield County","880","Tomahawk Creek Middle","N","1,493","<","1,495"
"2018-2019","21","Chesterfield County","880","Tomahawk Creek Middle","Y","58"," ","58"
"2018-2019","21","Chesterfield County","290","W.W. Gordon Elementary","N","586"," ","586"
"2018-2019","21","Chesterfield County","290","W.W. Gordon Elementary","Y","25"," ","25"
"2018-2019","21","Chesterfield County","860","Winterpock Elementary","N","1,132"," ","1,132"
"2018-2019","21","Chesterfield County","860","Winterpock Elementary","Y","38"," ","38"
"2018-2019","21","Chesterfield County","440","Woolridge Elementary","N","792"," ","792"
"2018-2019","21","Chesterfield County","440","Woolridge Elementary","Y","24"," ","24"
"2018-2019","22","Clarke County","250","Boyce Elementary","N","252"," ","252"
"2018-2019","22","Clarke County","250","Boyce Elementary","Y","23"," ","23"
"2018-2019","22","Clarke County","10","Clarke County High","N","676","<","680"
"2018-2019","22","Clarke County","10","Clarke County High","Y","10"," ","10"
"2018-2019","22","Clarke County","290","D.G. Cooley Elementary","N","508","<","509"
"2018-2019","22","Clarke County","290","D.G. Cooley Elementary","Y","23"," ","23"
"2018-2019","22","Clarke County","280","Johnson-Williams Middle","N","451"," ","451"
"2018-2019","22","Clarke County","280","Johnson-Williams Middle","Y","23"," ","23"
"2018-2019","202","Colonial Beach","22","Colonial Beach Elementary","N","441"," ","441"
"2018-2019","202","Colonial Beach","22","Colonial Beach Elementary","Y","<"," ","<"
"2018-2019","202","Colonial Beach","21","Colonial Beach High","N","218"," ","218"
"2018-2019","202","Colonial Beach","21","Colonial Beach High","Y","<"," ","<"
"2018-2019","106","Colonial Heights City","40","Colonial Heights High","N","847"," ","847"
"2018-2019","106","Colonial Heights City","40","Colonial Heights High","Y","27"," ","27"
"2018-2019","106","Colonial Heights City","20","Colonial Heights Middle","N","590"," ","590"
"2018-2019","106","Colonial Heights City","20","Colonial Heights Middle","Y","34"," ","34"
"2018-2019","106","Colonial Heights City","50","Lakeview Elementary","N","391"," ","391"
"2018-2019","106","Colonial Heights City","50","Lakeview Elementary","Y","16"," ","16"
"2018-2019","106","Colonial Heights City","30","North Elementary","N","338"," ","338"
"2018-2019","106","Colonial Heights City","30","North Elementary","Y","32"," ","32"
"2018-2019","106","Colonial Heights City","60","Tussing Elementary","N","563"," ","563"
"2018-2019","106","Colonial Heights City","60","Tussing Elementary","Y","28"," ","28"
"2018-2019","107","Covington City","350","Covington High","N","361"," ","361"
"2018-2019","107","Covington City","260","Edgemont Primary","N","393"," ","393"
"2018-2019","107","Covington City","260","Edgemont Primary","Y","<"," ","<"
"2018-2019","107","Covington City","360","Jeter-Watson Intermediate","N","313"," ","313"
"2018-2019","107","Covington City","360","Jeter-Watson Intermediate","Y","<"," ","<"
"2018-2019","23","Craig County","11","Craig County High","N","342"," ","342"
"2018-2019","23","Craig County","10","McCleary Elementary","N","260"," ","260"
"2018-2019","24","Culpeper County","240","A.G. Richardson Elementary","N","557"," ","557"
"2018-2019","24","Culpeper County","240","A.G. Richardson Elementary","Y","28"," ","28"
"2018-2019","24","Culpeper County","480","Culpeper County High","N","1,094"," ","1,094"
"2018-2019","24","Culpeper County","480","Culpeper County High","Y","82"," ","82"
"2018-2019","24","Culpeper County","20","Culpeper Middle","N","965"," ","965"
"2018-2019","24","Culpeper County","20","Culpeper Middle","Y","136"," ","136"
"2018-2019","24","Culpeper County","50","Eastern View High","N","1,237"," ","1,237"
"2018-2019","24","Culpeper County","50","Eastern View High","Y","125"," ","125"
"2018-2019","24","Culpeper County","450","Emerald Hill Elementary","N","681"," ","681"
"2018-2019","24","Culpeper County","450","Emerald Hill Elementary","Y","14"," ","14"
"2018-2019","24","Culpeper County","470","Farmington Elementary","N","485"," ","485"
"2018-2019","24","Culpeper County","470","Farmington Elementary","Y","149"," ","149"
"2018-2019","24","Culpeper County","581","Floyd T. Binns Middle","N","687"," ","687"
"2018-2019","24","Culpeper County","581","Floyd T. Binns Middle","Y","131"," ","131"
"2018-2019","24","Culpeper County","582","Galbreath-Marshall Building","N","<"," ","<"
"2018-2019","24","Culpeper County","10","Pearl Sample Elementary","N","449"," ","449"
"2018-2019","24","Culpeper County","10","Pearl Sample Elementary","Y","82"," ","82"
"2018-2019","24","Culpeper County","460","Sycamore Park Elementary","N","464"," ","464"
"2018-2019","24","Culpeper County","460","Sycamore Park Elementary","Y","163"," ","163"
"2018-2019","24","Culpeper County","40","Yowell Elementary","N","611"," ","611"
"2018-2019","24","Culpeper County","40","Yowell Elementary","Y","89"," ","89"
"2018-2019","25","Cumberland County","140","Cumberland Elementary","N","541"," ","541"
"2018-2019","25","Cumberland County","140","Cumberland Elementary","Y","<"," ","<"
"2018-2019","25","Cumberland County","151","Cumberland High","N","410"," ","410"
"2018-2019","25","Cumberland County","151","Cumberland High","Y","<"," ","<"
"2018-2019","25","Cumberland County","152","Cumberland Middle","N","390"," ","390"
"2018-2019","25","Cumberland County","152","Cumberland Middle","Y","<"," ","<"
"2018-2019","108","Danville City","490","Edwin A. Gibson Elementary","N","526"," ","526"
"2018-2019","108","Danville City","490","Edwin A. Gibson Elementary","Y","45"," ","45"
"2018-2019","108","Danville City","20","Forest Hills Elementary","N","220"," ","220"
"2018-2019","108","Danville City","20","Forest Hills Elementary","Y","32"," ","32"
"2018-2019","108","Danville City","190","G.L.H. Johnson Elementary","N","324"," ","324"
"2018-2019","108","Danville City","190","G.L.H. Johnson Elementary","Y","11"," ","11"
"2018-2019","108","Danville City","1374","Galileo Magnet High","N","281"," ","281"
"2018-2019","108","Danville City","1374","Galileo Magnet High","Y","<"," ","<"
"2018-2019","108","Danville City","210","George Washington High","N","1,219"," ","1,219"
"2018-2019","108","Danville City","210","George Washington High","Y","46"," ","46"
"2018-2019","108","Danville City","200","Grove Park Preschool","N","112"," ","112"
"2018-2019","108","Danville City","260","O. Trent Bonner Middle","N","619"," ","619"
"2018-2019","108","Danville City","260","O. Trent Bonner Middle","Y","25"," ","25"
"2018-2019","108","Danville City","250","Park Avenue Elementary","N","394"," ","394"
"2018-2019","108","Danville City","250","Park Avenue Elementary","Y","54"," ","54"
"2018-2019","108","Danville City","40","Schoolfield Elementary","N","476"," ","476"
"2018-2019","108","Danville City","40","Schoolfield Elementary","Y","37"," ","37"
"2018-2019","108","Danville City","30","The Northside Preschool","N","120"," ","120"
"2018-2019","108","Danville City","1372","Westwood Middle","N","535"," ","535"
"2018-2019","108","Danville City","1372","Westwood Middle","Y","45"," ","45"
"2018-2019","108","Danville City","220","Woodberry Hills Elementary","N","228"," ","228"
"2018-2019","108","Danville City","220","Woodberry Hills Elementary","Y","13"," ","13"
"2018-2019","108","Danville City","1379","Woodrow Wilson Intermediate","N","305"," ","305"
"2018-2019","108","Danville City","1379","Woodrow Wilson Intermediate","Y","10"," ","10"
"2018-2019","26","Dickenson County","20","Clintwood Elementary","N","450"," ","450"
"2018-2019","26","Dickenson County","530","Ervinton Elementary","N","129"," ","129"
"2018-2019","26","Dickenson County","530","Ervinton Elementary","Y","<"," ","<"
"2018-2019","26","Dickenson County","275","Ridgeview High","N","580"," ","580"
"2018-2019","26","Dickenson County","275","Ridgeview High","Y","<"," ","<"
"2018-2019","26","Dickenson County","280","Ridgeview Middle","N","466"," ","466"
"2018-2019","26","Dickenson County","280","Ridgeview Middle","Y","<"," ","<"
"2018-2019","26","Dickenson County","860","Sandlick Elementary","N","425"," ","425"
"2018-2019","27","Dinwiddie County","500","Dinwiddie County High","N","1,315"," ","1,315"
"2018-2019","27","Dinwiddie County","500","Dinwiddie County High","Y","15"," ","15"
"2018-2019","27","Dinwiddie County","471","Dinwiddie County Middle","N","974"," ","974"
"2018-2019","27","Dinwiddie County","471","Dinwiddie County Middle","Y","24"," ","24"
"2018-2019","27","Dinwiddie County","310","Dinwiddie Elementary","N","341"," ","341"
"2018-2019","27","Dinwiddie County","310","Dinwiddie Elementary","Y","<"," ","<"
"2018-2019","27","Dinwiddie County","250","Midway Elementary","N","394"," ","394"
"2018-2019","27","Dinwiddie County","250","Midway Elementary","Y","<"," ","<"
"2018-2019","27","Dinwiddie County","10","Southside Elementary","N","469"," ","469"
"2018-2019","27","Dinwiddie County","10","Southside Elementary","Y","43"," ","43"
"2018-2019","27","Dinwiddie County","180","Sunnyside Elementary","N","270"," ","270"
"2018-2019","27","Dinwiddie County","520","Sutherland Elementary","N","518"," ","518"
"2018-2019","27","Dinwiddie County","520","Sutherland Elementary","Y","10"," ","10"
"2018-2019","28","Essex County","10","Essex High","N","506"," ","506"
"2018-2019","28","Essex County","10","Essex High","Y","17"," ","17"
"2018-2019","28","Essex County","150","Essex Intermediate","N","386"," ","386"
"2018-2019","28","Essex County","150","Essex Intermediate","Y","15"," ","15"
"2018-2019","28","Essex County","160","Tappahannock Elementary","N","381"," ","381"
"2018-2019","28","Essex County","160","Tappahannock Elementary","Y","17"," ","17"
"2018-2019","29","Fairfax County","2203","Aldrin Elementary","N","490"," ","490"
"2018-2019","29","Fairfax County","2203","Aldrin Elementary","Y","173"," ","173"
"2018-2019","29","Fairfax County","660","Annandale High","N","1,217"," ","1,217"
"2018-2019","29","Fairfax County","660","Annandale High","Y","1,023"," ","1,023"
"2018-2019","29","Fairfax County","1360","Annandale Terrace Elementary","N","180"," ","180"
"2018-2019","29","Fairfax County","1360","Annandale Terrace Elementary","Y","472"," ","472"
"2018-2019","29","Fairfax County","110","Archer Elementary","N","538"," ","538"
"2018-2019","29","Fairfax County","110","Archer Elementary","Y","116"," ","116"
"2018-2019","29","Fairfax County","1530","Armstrong Elementary","N","366"," ","366"
"2018-2019","29","Fairfax County","1530","Armstrong Elementary","Y","65"," ","65"
"2018-2019","29","Fairfax County","550","Bailey's Elementary School for the Arts and Sciences","N","302"," ","302"
"2018-2019","29","Fairfax County","550","Bailey's Elementary School for the Arts and Sciences","Y","460"," ","460"
"2018-2019","29","Fairfax County","2459","Bailey's Upper Elementary School for the Arts and Sciences","N","123"," ","123"
"2018-2019","29","Fairfax County","2459","Bailey's Upper Elementary School for the Arts and Sciences","Y","427"," ","427"
"2018-2019","29","Fairfax County","1730","Beech Tree Elementary","N","166"," ","166"
"2018-2019","29","Fairfax County","1730","Beech Tree Elementary","Y","217"," ","217"
"2018-2019","29","Fairfax County","560","Belle View Elementary","N","380"," ","380"
"2018-2019","29","Fairfax County","560","Belle View Elementary","Y","154"," ","154"
"2018-2019","29","Fairfax County","720","Belvedere Elementary","N","351"," ","351"
"2018-2019","29","Fairfax County","720","Belvedere Elementary","Y","308"," ","308"
"2018-2019","29","Fairfax County","2000","Bonnie Brae Elementary","N","622"," ","622"
"2018-2019","29","Fairfax County","2000","Bonnie Brae Elementary","Y","185"," ","185"
"2018-2019","29","Fairfax County","1090","Braddock Elementary","N","188"," ","188"
"2018-2019","29","Fairfax County","1090","Braddock Elementary","Y","663"," ","663"
"2018-2019","29","Fairfax County","940","Bren Mar Park Elementary","N","194"," ","194"
