"School Year","Division Number","Division Name","School Number","School Name","Disabled","Full Time Count (All Grades)","Part Time Count (All Grades)","Total Count"
"2018-2019","83","Russell County","540","Honaker High","Y","57"," ","57"
"2018-2019","83","Russell County","410","Lebanon Elementary","N","274"," ","274"
"2018-2019","83","Russell County","410","Lebanon Elementary","Y","60"," ","60"
"2018-2019","83","Russell County","140","Lebanon High","N","501"," ","501"
"2018-2019","83","Russell County","140","Lebanon High","Y","99"," ","99"
"2018-2019","83","Russell County","902","Lebanon Middle","N","307"," ","307"
"2018-2019","83","Russell County","902","Lebanon Middle","Y","46"," ","46"
"2018-2019","83","Russell County","390","Lebanon Primary","N","238"," ","238"
"2018-2019","83","Russell County","390","Lebanon Primary","Y","42"," ","42"
"2018-2019","83","Russell County","710","Swords Creek Elementary","N","130"," ","130"
"2018-2019","83","Russell County","710","Swords Creek Elementary","Y","10"," ","10"
"2018-2019","139","Salem City","100","Andrew Lewis Middle","N","816"," ","816"
"2018-2019","139","Salem City","100","Andrew Lewis Middle","Y","126"," ","126"
"2018-2019","139","Salem City","550","East Salem Elementary","N","362"," ","362"
"2018-2019","139","Salem City","550","East Salem Elementary","Y","92"," ","92"
"2018-2019","139","Salem City","90","G.W. Carver Elementary","N","369"," ","369"
"2018-2019","139","Salem City","90","G.W. Carver Elementary","Y","70"," ","70"
"2018-2019","139","Salem City","70","Salem High","N","1,111"," ","1,111"
"2018-2019","139","Salem City","70","Salem High","Y","167"," ","167"
"2018-2019","139","Salem City","580","South Salem Elementary","N","362"," ","362"
"2018-2019","139","Salem City","580","South Salem Elementary","Y","57"," ","57"
"2018-2019","139","Salem City","460","West Salem Elementary","N","363"," ","363"
"2018-2019","139","Salem City","460","West Salem Elementary","Y","63"," ","63"
"2018-2019","84","Scott County","750","Duffield-Pattonsville Primary","N","234"," ","234"
"2018-2019","84","Scott County","750","Duffield-Pattonsville Primary","Y","59"," ","59"
"2018-2019","84","Scott County","42","Dungannon Intermediate","N","52"," ","52"
"2018-2019","84","Scott County","42","Dungannon Intermediate","Y","10"," ","10"
"2018-2019","84","Scott County","102","Fort Blackmore Primary","N","60"," ","60"
"2018-2019","84","Scott County","102","Fort Blackmore Primary","Y","15"," ","15"
"2018-2019","84","Scott County","770","Gate City High","N","570","<","571"
"2018-2019","84","Scott County","770","Gate City High","Y","84"," ","84"
"2018-2019","84","Scott County","771","Gate City Middle","N","278"," ","278"
"2018-2019","84","Scott County","771","Gate City Middle","Y","52"," ","52"
"2018-2019","84","Scott County","670","Hilton Elementary","N","120"," ","120"
"2018-2019","84","Scott County","670","Hilton Elementary","Y","29"," ","29"
"2018-2019","84","Scott County","220","Nickelsville Elementary","N","214"," ","214"
"2018-2019","84","Scott County","220","Nickelsville Elementary","Y","31"," ","31"
"2018-2019","84","Scott County","260","Rye Cove High","N","201"," ","201"
"2018-2019","84","Scott County","260","Rye Cove High","Y","44"," ","44"
"2018-2019","84","Scott County","20","Rye Cove Intermediate","N","145"," ","145"
"2018-2019","84","Scott County","20","Rye Cove Intermediate","Y","19"," ","19"
"2018-2019","84","Scott County","641","Shoemaker Elementary","N","411"," ","411"
"2018-2019","84","Scott County","641","Shoemaker Elementary","Y","154"," ","154"
"2018-2019","84","Scott County","780","Twin Springs High","N","180"," ","180"
"2018-2019","84","Scott County","780","Twin Springs High","Y","41"," ","41"
"2018-2019","84","Scott County","740","Weber City Elementary","N","307"," ","307"
"2018-2019","84","Scott County","740","Weber City Elementary","Y","47"," ","47"
"2018-2019","84","Scott County","790","Yuma Elementary","N","156"," ","156"
"2018-2019","84","Scott County","790","Yuma Elementary","Y","20"," ","20"
"2018-2019","85","Shenandoah County","820","Ashby Lee Elementary","N","550"," ","550"
"2018-2019","85","Shenandoah County","820","Ashby Lee Elementary","Y","86"," ","86"
"2018-2019","85","Shenandoah County","780","Central High","N","638"," ","638"
"2018-2019","85","Shenandoah County","780","Central High","Y","122"," ","122"
"2018-2019","85","Shenandoah County","40","North Fork Middle","N","309"," ","309"
"2018-2019","85","Shenandoah County","40","North Fork Middle","Y","54"," ","54"
"2018-2019","85","Shenandoah County","30","Peter Muhlenberg Middle","N","486"," ","486"
"2018-2019","85","Shenandoah County","30","Peter Muhlenberg Middle","Y","88"," ","88"
"2018-2019","85","Shenandoah County","810","Sandy Hook Elementary","N","802"," ","802"
"2018-2019","85","Shenandoah County","810","Sandy Hook Elementary","Y","106"," ","106"
"2018-2019","85","Shenandoah County","50","Signal Knob Middle","N","386"," ","386"
"2018-2019","85","Shenandoah County","50","Signal Knob Middle","Y","47"," ","47"
"2018-2019","85","Shenandoah County","790","Stonewall Jackson High","N","521"," ","521"
"2018-2019","85","Shenandoah County","790","Stonewall Jackson High","Y","100"," ","100"
"2018-2019","85","Shenandoah County","770","Strasburg High","N","543"," ","543"
"2018-2019","85","Shenandoah County","770","Strasburg High","Y","81"," ","81"
"2018-2019","85","Shenandoah County","20","W.W. Robinson Elementary","N","980"," ","980"
"2018-2019","85","Shenandoah County","20","W.W. Robinson Elementary","Y","131"," ","131"
"2018-2019","86","Smyth County","290","Atkins Elementary","N","161"," ","161"
"2018-2019","86","Smyth County","290","Atkins Elementary","Y","30"," ","30"
"2018-2019","86","Smyth County","730","Chilhowie Elementary","N","496"," ","496"
"2018-2019","86","Smyth County","730","Chilhowie Elementary","Y","69"," ","69"
"2018-2019","86","Smyth County","460","Chilhowie High","N","373"," ","373"
"2018-2019","86","Smyth County","460","Chilhowie High","Y","41"," ","41"
"2018-2019","86","Smyth County","851","Chilhowie Middle","N","282"," ","282"
"2018-2019","86","Smyth County","851","Chilhowie Middle","Y","37"," ","37"
"2018-2019","86","Smyth County","710","Marion Elementary","N","276"," ","276"
"2018-2019","86","Smyth County","710","Marion Elementary","Y","37"," ","37"
"2018-2019","86","Smyth County","680","Marion Middle","N","459"," ","459"
"2018-2019","86","Smyth County","680","Marion Middle","Y","80"," ","80"
"2018-2019","86","Smyth County","700","Marion Senior High","N","537"," ","537"
"2018-2019","86","Smyth County","700","Marion Senior High","Y","98"," ","98"
"2018-2019","86","Smyth County","250","Northwood High","N","241"," ","241"
"2018-2019","86","Smyth County","250","Northwood High","Y","38"," ","38"
"2018-2019","86","Smyth County","120","Northwood Middle","N","156"," ","156"
"2018-2019","86","Smyth County","120","Northwood Middle","Y","32"," ","32"
"2018-2019","86","Smyth County","690","Oak Point Elementary","N","326"," ","326"
"2018-2019","86","Smyth County","690","Oak Point Elementary","Y","88"," ","88"
"2018-2019","86","Smyth County","720","Rich Valley Elementary","N","135"," ","135"
"2018-2019","86","Smyth County","720","Rich Valley Elementary","Y","19"," ","19"
"2018-2019","86","Smyth County","740","Saltville Elementary","N","177"," ","177"
"2018-2019","86","Smyth County","740","Saltville Elementary","Y","32"," ","32"
"2018-2019","86","Smyth County","555","Sugar Grove Elementary","N","96"," ","96"
"2018-2019","86","Smyth County","555","Sugar Grove Elementary","Y","16"," ","16"
"2018-2019","87","Southampton County","710","Capron Elementary","N","169"," ","169"
"2018-2019","87","Southampton County","710","Capron Elementary","Y","28"," ","28"
"2018-2019","87","Southampton County","20","Meherrin Elementary","N","268"," ","268"
"2018-2019","87","Southampton County","20","Meherrin Elementary","Y","44"," ","44"
"2018-2019","87","Southampton County","10","Nottoway Elementary","N","275"," ","275"
"2018-2019","87","Southampton County","10","Nottoway Elementary","Y","28"," ","28"
"2018-2019","87","Southampton County","780","Riverdale Elementary","N","514"," ","514"
"2018-2019","87","Southampton County","780","Riverdale Elementary","Y","83"," ","83"
"2018-2019","87","Southampton County","690","Southampton High","N","733"," ","733"
"2018-2019","87","Southampton County","690","Southampton High","Y","100"," ","100"
"2018-2019","87","Southampton County","700","Southampton Middle","N","533"," ","533"
"2018-2019","87","Southampton County","700","Southampton Middle","Y","94"," ","94"
"2018-2019","88","Spotsylvania County","10","Battlefield Elementary","N","578"," ","578"
"2018-2019","88","Spotsylvania County","10","Battlefield Elementary","Y","77"," ","77"
"2018-2019","88","Spotsylvania County","50","Battlefield Middle","N","724"," ","724"
"2018-2019","88","Spotsylvania County","50","Battlefield Middle","Y","113"," ","113"
"2018-2019","88","Spotsylvania County","340","Berkeley Elementary","N","250"," ","250"
"2018-2019","88","Spotsylvania County","340","Berkeley Elementary","Y","50"," ","50"
"2018-2019","88","Spotsylvania County","400","Brock Road Elementary","N","562"," ","562"
"2018-2019","88","Spotsylvania County","400","Brock Road Elementary","Y","98","<","99"
"2018-2019","88","Spotsylvania County","511","Cedar Forest Elementary","N","635"," ","635"
"2018-2019","88","Spotsylvania County","511","Cedar Forest Elementary","Y","105"," ","105"
"2018-2019","88","Spotsylvania County","40","Chancellor Elementary","N","412"," ","412"
"2018-2019","88","Spotsylvania County","40","Chancellor Elementary","Y","50"," ","50"
"2018-2019","88","Spotsylvania County","381","Chancellor High","N","1,131","<","1,132"
"2018-2019","88","Spotsylvania County","381","Chancellor High","Y","161"," ","161"
"2018-2019","88","Spotsylvania County","382","Chancellor Middle","N","729"," ","729"
"2018-2019","88","Spotsylvania County","382","Chancellor Middle","Y","105"," ","105"
"2018-2019","88","Spotsylvania County","501","Courthouse Road Elementary","N","676"," ","676"
"2018-2019","88","Spotsylvania County","501","Courthouse Road Elementary","Y","133"," ","133"
"2018-2019","88","Spotsylvania County","22","Courtland Elementary","N","441"," ","441"
"2018-2019","88","Spotsylvania County","22","Courtland Elementary","Y","94"," ","94"
"2018-2019","88","Spotsylvania County","20","Courtland High","N","1,069","<","1,071"
"2018-2019","88","Spotsylvania County","20","Courtland High","Y","118"," ","118"
"2018-2019","88","Spotsylvania County","509","Freedom Middle","N","707"," ","707"
"2018-2019","88","Spotsylvania County","509","Freedom Middle","Y","108"," ","108"
"2018-2019","88","Spotsylvania County","507","Harrison Road Elementary","N","684","<","685"
"2018-2019","88","Spotsylvania County","507","Harrison Road Elementary","Y","96"," ","96"
"2018-2019","88","Spotsylvania County","30","Lee Hill Elementary","N","592"," ","592"
"2018-2019","88","Spotsylvania County","30","Lee Hill Elementary","Y","70"," ","70"
"2018-2019","88","Spotsylvania County","350","Livingston Elementary","N","358"," ","358"
"2018-2019","88","Spotsylvania County","350","Livingston Elementary","Y","47"," ","47"
"2018-2019","88","Spotsylvania County","506","Massaponax High","N","1,748","<","1,751"
"2018-2019","88","Spotsylvania County","506","Massaponax High","Y","267"," ","267"
"2018-2019","88","Spotsylvania County","505","Ni River Middle","N","601"," ","601"
"2018-2019","88","Spotsylvania County","505","Ni River Middle","Y","103"," ","103"
"2018-2019","88","Spotsylvania County","508","Parkside Elementary","N","754"," ","754"
"2018-2019","88","Spotsylvania County","508","Parkside Elementary","Y","111"," ","111"
"2018-2019","88","Spotsylvania County","220","Post Oak Middle","N","583"," ","583"
"2018-2019","88","Spotsylvania County","220","Post Oak Middle","Y","106"," ","106"
"2018-2019","88","Spotsylvania County","510","Riverbend High","N","1,710","<","1,712"
"2018-2019","88","Spotsylvania County","510","Riverbend High","Y","209"," ","209"
"2018-2019","88","Spotsylvania County","503","Riverview Elementary","N","527"," ","527"
"2018-2019","88","Spotsylvania County","503","Riverview Elementary","Y","111"," ","111"
"2018-2019","88","Spotsylvania County","130","Robert E. Lee Elementary","N","452"," ","452"
"2018-2019","88","Spotsylvania County","130","Robert E. Lee Elementary","Y","55"," ","55"
"2018-2019","88","Spotsylvania County","60","Salem Elementary","N","579"," ","579"
"2018-2019","88","Spotsylvania County","60","Salem Elementary","Y","84"," ","84"
"2018-2019","88","Spotsylvania County","390","Smith Station Elementary","N","538"," ","538"
"2018-2019","88","Spotsylvania County","390","Smith Station Elementary","Y","102"," ","102"
"2018-2019","88","Spotsylvania County","360","Spotswood Elementary","N","504"," ","504"
"2018-2019","88","Spotsylvania County","360","Spotswood Elementary","Y","58"," ","58"
"2018-2019","88","Spotsylvania County","370","Spotsylvania High","N","1,011","<","1,012"
"2018-2019","88","Spotsylvania County","370","Spotsylvania High","Y","133"," ","133"
"2018-2019","88","Spotsylvania County","330","Spotsylvania Middle","N","818"," ","818"
"2018-2019","88","Spotsylvania County","330","Spotsylvania Middle","Y","116"," ","116"
"2018-2019","88","Spotsylvania County","502","Thornburg Middle","N","639"," ","639"
"2018-2019","88","Spotsylvania County","502","Thornburg Middle","Y","91"," ","91"
"2018-2019","88","Spotsylvania County","504","Wilderness Elementary","N","573"," ","573"
"2018-2019","88","Spotsylvania County","504","Wilderness Elementary","Y","112","<","116"
"2018-2019","89","Stafford County","40","Andrew G. Wright Middle","N","792","<","795"
"2018-2019","89","Stafford County","40","Andrew G. Wright Middle","Y","108"," ","108"
"2018-2019","89","Stafford County","260","Anne E. Moncure Elementary","N","761","<","764"
"2018-2019","89","Stafford County","260","Anne E. Moncure Elementary","Y","86"," ","86"
"2018-2019","89","Stafford County","433","Anthony Burns Elementary","N","733","<","736"
"2018-2019","89","Stafford County","433","Anthony Burns Elementary","Y","108","<","115"
"2018-2019","89","Stafford County","421","Brooke Point High","N","1,657"," ","1,657"
"2018-2019","89","Stafford County","421","Brooke Point High","Y","220"," ","220"
"2018-2019","89","Stafford County","424","Colonial Forge High","N","1,887"," ","1,887"
"2018-2019","89","Stafford County","424","Colonial Forge High","Y","197"," ","197"
"2018-2019","89","Stafford County","431","Conway Elementary","N","707","<","715"
"2018-2019","89","Stafford County","431","Conway Elementary","Y","100","<","107"
"2018-2019","89","Stafford County","432","Donald B. Dixon-Lyle R. Smith Middle","N","667"," ","667"
"2018-2019","89","Stafford County","432","Donald B. Dixon-Lyle R. Smith Middle","Y","109"," ","109"
"2018-2019","89","Stafford County","10","Edward E. Drew Jr. Middle","N","535","<","537"
"2018-2019","89","Stafford County","10","Edward E. Drew Jr. Middle","Y","70"," ","70"
"2018-2019","89","Stafford County","280","Falmouth Elementary","N","595"," ","595"
"2018-2019","89","Stafford County","280","Falmouth Elementary","Y","90","<","92"
"2018-2019","89","Stafford County","230","Ferry Farm Elementary","N","565"," ","565"
"2018-2019","89","Stafford County","230","Ferry Farm Elementary","Y","72","<","76"
"2018-2019","89","Stafford County","41","Garrisonville Elementary","N","505","<","507"
"2018-2019","89","Stafford County","41","Garrisonville Elementary","Y","95","<","98"
"2018-2019","89","Stafford County","270","Grafton Village Elementary","N","602","<","608"
"2018-2019","89","Stafford County","270","Grafton Village Elementary","Y","57","19","76"
"2018-2019","89","Stafford County","422","H.H. Poole Middle","N","687","<","689"
"2018-2019","89","Stafford County","422","H.H. Poole Middle","Y","104"," ","104"
"2018-2019","89","Stafford County","320","Hampton Oaks Elementary","N","688"," ","688"
"2018-2019","89","Stafford County","320","Hampton Oaks Elementary","Y","70","<","77"
"2018-2019","89","Stafford County","250","Hartwood Elementary","N","507","<","508"
"2018-2019","89","Stafford County","250","Hartwood Elementary","Y","54","<","56"
"2018-2019","89","Stafford County","427","Kate Waller Barrett Elementary","N","731","<","732"
"2018-2019","89","Stafford County","427","Kate Waller Barrett Elementary","Y","92","<","93"
"2018-2019","89","Stafford County","429","Margaret Brent Elementary","N","802","<","806"
"2018-2019","89","Stafford County","429","Margaret Brent Elementary","Y","87","<","91"
"2018-2019","89","Stafford County","430","Mountain View High","N","1,650","10","1,660"
"2018-2019","89","Stafford County","430","Mountain View High","Y","193"," ","193"
"2018-2019","89","Stafford County","30","North Stafford High","N","1,487","<","1,488"
"2018-2019","89","Stafford County","30","North Stafford High","Y","205"," ","205"
"2018-2019","89","Stafford County","300","Park Ridge Elementary","N","642","15","657"
"2018-2019","89","Stafford County","300","Park Ridge Elementary","Y","67","13","80"
"2018-2019","89","Stafford County","60","Rockhill Elementary","N","513","16","529"
"2018-2019","89","Stafford County","60","Rockhill Elementary","Y","83","38","121"
"2018-2019","89","Stafford County","425","Rocky Run Elementary","N","828","<","830"
"2018-2019","89","Stafford County","425","Rocky Run Elementary","Y","104"," ","104"
"2018-2019","89","Stafford County","426","Rodney E. Thompson Middle","N","897","<","898"
"2018-2019","89","Stafford County","426","Rodney E. Thompson Middle","Y","126"," ","126"
"2018-2019","89","Stafford County","440","Shirley C. Heim Middle","N","865","<","866"
"2018-2019","89","Stafford County","440","Shirley C. Heim Middle","Y","117"," ","117"
"2018-2019","89","Stafford County","111","Stafford Elementary","N","677","<","680"
"2018-2019","89","Stafford County","111","Stafford Elementary","Y","89","<","90"
"2018-2019","89","Stafford County","112","Stafford Middle","N","814","<","815"
"2018-2019","89","Stafford County","112","Stafford Middle","Y","105"," ","105"
"2018-2019","89","Stafford County","20","Stafford Senior High","N","1,739","<","1,741"
"2018-2019","89","Stafford County","20","Stafford Senior High","Y","241","<","243"
"2018-2019","89","Stafford County","162","T. Benton Gayle Middle","N","817","<","818"
"2018-2019","89","Stafford County","162","T. Benton Gayle Middle","Y","106"," ","106"
"2018-2019","89","Stafford County","50","Widewater Elementary","N","723","<","730"
"2018-2019","89","Stafford County","50","Widewater Elementary","Y","70","10","80"
"2018-2019","89","Stafford County","423","Winding Creek Elementary","N","875"," ","875"
"2018-2019","89","Stafford County","423","Winding Creek Elementary","Y","97"," ","97"
"2018-2019","126","Staunton City","40","Arthur R. Ware Elementary","N","367"," ","367"
"2018-2019","126","Staunton City","40","Arthur R. Ware Elementary","Y","65"," ","65"
"2018-2019","126","Staunton City","70","Bessie Weller Elementary","N","337"," ","337"
"2018-2019","126","Staunton City","70","Bessie Weller Elementary","Y","35"," ","35"
"2018-2019","126","Staunton City","30","Robert E. Lee High","N","661","<","662"
"2018-2019","126","Staunton City","30","Robert E. Lee High","Y","110"," ","110"
"2018-2019","126","Staunton City","110","Shelburne Middle","N","525"," ","525"
"2018-2019","126","Staunton City","110","Shelburne Middle","Y","93"," ","93"
"2018-2019","126","Staunton City","41","Staunton City School PreSchool Programs","N","71"," ","71"
"2018-2019","126","Staunton City","41","Staunton City School PreSchool Programs","Y","20"," ","20"
"2018-2019","126","Staunton City","90","Thomas C. McSwain Elementary","N","380"," ","380"
"2018-2019","126","Staunton City","90","Thomas C. McSwain Elementary","Y","63"," ","63"
"2018-2019","127","Suffolk City","50","Booker T. Washington Elementary","N","338"," ","338"
"2018-2019","127","Suffolk City","50","Booker T. Washington Elementary","Y","44"," ","44"
"2018-2019","127","Suffolk City","397","Colonel Fred Cherry Middle School","N","676"," ","676"
"2018-2019","127","Suffolk City","397","Colonel Fred Cherry Middle School","Y","83"," ","83"
"2018-2019","127","Suffolk City","440","Creekside Elementary","N","686"," ","686"
"2018-2019","127","Suffolk City","440","Creekside Elementary","Y","81"," ","81"
"2018-2019","127","Suffolk City","210","Elephant's Fork Elementary","N","519"," ","519"
"2018-2019","127","Suffolk City","210","Elephant's Fork Elementary","Y","60"," ","60"
"2018-2019","127","Suffolk City","90","Florence Bowser Elementary","N","701"," ","701"
"2018-2019","127","Suffolk City","90","Florence Bowser Elementary","Y","69"," ","69"
"2018-2019","127","Suffolk City","390","Forest Glen Middle","N","390"," ","390"
"2018-2019","127","Suffolk City","390","Forest Glen Middle","Y","71"," ","71"
"2018-2019","127","Suffolk City","450","Hillpoint Elementary","N","691"," ","691"
"2018-2019","127","Suffolk City","450","Hillpoint Elementary","Y","80"," ","80"
"2018-2019","127","Suffolk City","370","John F. Kennedy Middle","N","469"," ","469"
"2018-2019","127","Suffolk City","370","John F. Kennedy Middle","Y","83"," ","83"
"2018-2019","127","Suffolk City","380","John Yeates Middle","N","452"," ","452"
"2018-2019","127","Suffolk City","380","John Yeates Middle","Y","60"," ","60"
"2018-2019","127","Suffolk City","230","Kilby Shores Elementary","N","466"," ","466"
"2018-2019","127","Suffolk City","230","Kilby Shores Elementary","Y","68"," ","68"
"2018-2019","127","Suffolk City","395","King's Fork High","N","1,243"," ","1,243"
"2018-2019","127","Suffolk City","395","King's Fork High","Y","251"," ","251"
"2018-2019","127","Suffolk City","393","King's Fork Middle","N","829"," ","829"
"2018-2019","127","Suffolk City","393","King's Fork Middle","Y","176"," ","176"
"2018-2019","127","Suffolk City","300","Lakeland High","N","868"," ","868"
"2018-2019","127","Suffolk City","300","Lakeland High","Y","188"," ","188"
"2018-2019","127","Suffolk City","330","Mack Benn Jr. Elementary","N","536"," ","536"
"2018-2019","127","Suffolk City","330","Mack Benn Jr. Elementary","Y","78"," ","78"
"2018-2019","127","Suffolk City","220","Nansemond Parkway Elementary","N","440"," ","440"
"2018-2019","127","Suffolk City","220","Nansemond Parkway Elementary","Y","57"," ","57"
"2018-2019","127","Suffolk City","240","Nansemond River High","N","1,388"," ","1,388"
"2018-2019","127","Suffolk City","240","Nansemond River High","Y","181"," ","181"
"2018-2019","127","Suffolk City","391","Northern Shores Elementary","N","778"," ","778"
"2018-2019","127","Suffolk City","391","Northern Shores Elementary","Y","81"," ","81"
"2018-2019","127","Suffolk City","70","Oakland Elementary","N","415"," ","415"
"2018-2019","127","Suffolk City","70","Oakland Elementary","Y","42"," ","42"
"2018-2019","127","Suffolk City","47","Pioneer Elementary","N","574"," ","574"
"2018-2019","127","Suffolk City","47","Pioneer Elementary","Y","53"," ","53"
"2018-2019","90","Surry County","30","Luther P. Jackson Middle","N","175"," ","175"
"2018-2019","90","Surry County","30","Luther P. Jackson Middle","Y","46"," ","46"
"2018-2019","90","Surry County","10","Surry County High","N","191"," ","191"
"2018-2019","90","Surry County","10","Surry County High","Y","45"," ","45"
"2018-2019","90","Surry County","20","Surry Elementary","N","247"," ","247"
"2018-2019","90","Surry County","20","Surry Elementary","Y","54"," ","54"
"2018-2019","91","Sussex County","483","Sussex Central Elementary","N","455"," ","455"
"2018-2019","91","Sussex County","483","Sussex Central Elementary","Y","70","<","73"
"2018-2019","91","Sussex County","340","Sussex Central High","N","259"," ","259"
"2018-2019","91","Sussex County","340","Sussex Central High","Y","55","<","56"
"2018-2019","91","Sussex County","482","Sussex Central Middle","N","197"," ","197"
"2018-2019","91","Sussex County","482","Sussex Central Middle","Y","38"," ","38"
"2018-2019","92","Tazewell County","1020","Abb's Valley-Boissevain Elementary","N","150"," ","150"
"2018-2019","92","Tazewell County","1020","Abb's Valley-Boissevain Elementary","Y","22"," ","22"
"2018-2019","92","Tazewell County","830","Cedar Bluff Elementary","N","361"," ","361"
"2018-2019","92","Tazewell County","830","Cedar Bluff Elementary","Y","49"," ","49"
"2018-2019","92","Tazewell County","750","Dudley Primary","N","270"," ","270"
"2018-2019","92","Tazewell County","750","Dudley Primary","Y","29"," ","29"
"2018-2019","92","Tazewell County","940","Graham High","N","457"," ","457"
"2018-2019","92","Tazewell County","940","Graham High","Y","62"," ","62"
"2018-2019","92","Tazewell County","960","Graham Intermediate","N","267"," ","267"
"2018-2019","92","Tazewell County","960","Graham Intermediate","Y","49"," ","49"
"2018-2019","92","Tazewell County","10","Graham Middle","N","340"," ","340"
"2018-2019","92","Tazewell County","10","Graham Middle","Y","57"," ","57"
"2018-2019","92","Tazewell County","450","North Tazewell Elementary","N","209"," ","209"
"2018-2019","92","Tazewell County","450","North Tazewell Elementary","Y","52"," ","52"
"2018-2019","92","Tazewell County","822","Richlands Elementary","N","547"," ","547"
"2018-2019","92","Tazewell County","822","Richlands Elementary","Y","117"," ","117"
"2018-2019","92","Tazewell County","821","Richlands High","N","600"," ","600"
"2018-2019","92","Tazewell County","821","Richlands High","Y","121"," ","121"
"2018-2019","92","Tazewell County","823","Richlands Middle","N","448"," ","448"
"2018-2019","92","Tazewell County","823","Richlands Middle","Y","95"," ","95"
"2018-2019","92","Tazewell County","1030","Tazewell Elementary","N","376"," ","376"
"2018-2019","92","Tazewell County","1030","Tazewell Elementary","Y","59"," ","59"
"2018-2019","92","Tazewell County","890","Tazewell High","N","400"," ","400"
"2018-2019","92","Tazewell County","890","Tazewell High","Y","105"," ","105"
"2018-2019","92","Tazewell County","100","Tazewell Middle","N","334"," ","334"
"2018-2019","92","Tazewell County","100","Tazewell Middle","Y","77"," ","77"
"2018-2019","128","Virginia Beach City","590","Alanton Elementary","N","551"," ","551"
"2018-2019","128","Virginia Beach City","590","Alanton Elementary","Y","83"," ","83"
"2018-2019","128","Virginia Beach City","550","Arrowhead Elementary","N","467"," ","467"
"2018-2019","128","Virginia Beach City","550","Arrowhead Elementary","Y","69"," ","69"
"2018-2019","128","Virginia Beach City","115","Bayside 6th Grade Campus","N","345"," ","345"
"2018-2019","128","Virginia Beach City","115","Bayside 6th Grade Campus","Y","54"," ","54"
"2018-2019","128","Virginia Beach City","280","Bayside Elementary","N","455"," ","455"
"2018-2019","128","Virginia Beach City","280","Bayside Elementary","Y","60"," ","60"
"2018-2019","128","Virginia Beach City","530","Bayside High","N","1,691"," ","1,691"
"2018-2019","128","Virginia Beach City","530","Bayside High","Y","253"," ","253"
"2018-2019","128","Virginia Beach City","700","Bayside Middle","N","611"," ","611"
"2018-2019","128","Virginia Beach City","700","Bayside Middle","Y","141"," ","141"
"2018-2019","128","Virginia Beach City","60","Birdneck Elementary","N","519"," ","519"
"2018-2019","128","Virginia Beach City","60","Birdneck Elementary","Y","119"," ","119"
"2018-2019","128","Virginia Beach City","790","Brandon Middle","N","1,074"," ","1,074"
"2018-2019","128","Virginia Beach City","790","Brandon Middle","Y","168"," ","168"
"2018-2019","128","Virginia Beach City","630","Brookwood Elementary","N","551"," ","551"
"2018-2019","128","Virginia Beach City","630","Brookwood Elementary","Y","82"," ","82"
"2018-2019","128","Virginia Beach City","40","Centerville Elementary","N","606"," ","606"
"2018-2019","128","Virginia Beach City","40","Centerville Elementary","Y","85"," ","85"
"2018-2019","128","Virginia Beach City","990","Christopher Farms Elementary","N","617"," ","617"
"2018-2019","128","Virginia Beach City","990","Christopher Farms Elementary","Y","64"," ","64"
"2018-2019","128","Virginia Beach City","720","College Park Elementary","N","475"," ","475"
"2018-2019","128","Virginia Beach City","720","College Park Elementary","Y","71"," ","71"
"2018-2019","128","Virginia Beach City","1041","Corporate Landing Elementary","N","353"," ","353"
"2018-2019","128","Virginia Beach City","1041","Corporate Landing Elementary","Y","98"," ","98"
"2018-2019","128","Virginia Beach City","980","Corporate Landing Middle","N","1,045"," ","1,045"
"2018-2019","128","Virginia Beach City","980","Corporate Landing Middle","Y","170"," ","170"
"2018-2019","128","Virginia Beach City","230","Creeds Elementary","N","306"," ","306"
"2018-2019","128","Virginia Beach City","230","Creeds Elementary","Y","29"," ","29"
"2018-2019","128","Virginia Beach City","106","Diamond Springs Elementary","N","522"," ","522"
"2018-2019","128","Virginia Beach City","106","Diamond Springs Elementary","Y","49"," ","49"
"2018-2019","128","Virginia Beach City","780","Fairfield Elementary","N","487"," ","487"
"2018-2019","128","Virginia Beach City","780","Fairfield Elementary","Y","63"," ","63"
"2018-2019","128","Virginia Beach City","610","First Colonial High","N","1,696"," ","1,696"
"2018-2019","128","Virginia Beach City","610","First Colonial High","Y","182"," ","182"
"2018-2019","128","Virginia Beach City","440","Floyd Kellam High","N","1,804"," ","1,804"
"2018-2019","128","Virginia Beach City","440","Floyd Kellam High","Y","169"," ","169"
"2018-2019","128","Virginia Beach City","30","Frank W. Cox High","N","1,614"," ","1,614"
"2018-2019","128","Virginia Beach City","30","Frank W. Cox High","Y","201"," ","201"
"2018-2019","128","Virginia Beach City","870","Glenwood Elementary","N","901"," ","901"
"2018-2019","128","Virginia Beach City","870","Glenwood Elementary","Y","120"," ","120"
"2018-2019","128","Virginia Beach City","430","Great Neck Middle","N","1,011"," ","1,011"
"2018-2019","128","Virginia Beach City","430","Great Neck Middle","Y","138"," ","138"
"2018-2019","128","Virginia Beach City","1050","Green Run Collegiate","N","345"," ","345"
"2018-2019","128","Virginia Beach City","1050","Green Run Collegiate","Y","15"," ","15"
"2018-2019","128","Virginia Beach City","770","Green Run Elementary","N","316"," ","316"
"2018-2019","128","Virginia Beach City","770","Green Run Elementary","Y","56"," ","56"
"2018-2019","128","Virginia Beach City","10","Green Run High","N","1,138"," ","1,138"
